student_assignment_grade,struc0,struc1,struc10,struc11,struc12,struc13,struc2,struc3,struc4,struc5,struc6,struc7,struc8,struc9
student100_Prompt4_1.0,6,2,0,0,0,0,0,0,5,0,0,1,0,0
student100_Prompt7_1.0,7,2,0,0,0,0,0,4,0,0,0,1,0,0
student100_Prompt9_1.0,4,1,0,0,0,0,0,0,0,0,0,2,3,0
student100_Prompt6_1.0,5,2,0,0,2,0,0,0,2,0,0,0,0,0
student100_Prompt10_1.0,7,6,0,0,0,0,0,0,0,0,0,1,0,0
student100_Prompt3_1.0,2,2,0,0,0,0,0,0,0,0,2,2,0,0
student100_Prompt11_1.0,5,9,0,0,0,0,1,0,0,0,0,1,0,0
student100_Integration3_1.0,18,5,10,0,0,0,5,0,4,0,0,1,0,0
student100_Prompt2_1.0,10,3,0,0,0,0,4,0,0,5,0,2,0,0
student100_Prompt8_1.0,6,3,0,0,0,0,0,0,0,0,0,1,0,0
student101_Prompt5_1.0,13,0,5,0,0,0,2,0,3,0,0,1,0,0
student101_Prompt4_1.0,6,0,0,0,0,0,1,0,15,0,0,0,0,0
student101_Prompt7_1.0,14,1,0,0,0,0,3,12,3,0,0,1,0,0
student101_Prompt9_1.0,9,0,0,0,0,0,2,0,4,0,0,0,9,0
student101_Prompt6_1.0,9,1,0,0,5,0,0,0,4,0,0,0,0,0
student101_Prompt10_1.0,14,6,0,0,0,0,2,0,0,0,0,0,0,0
student101_Prompt3_1.0,12,2,0,0,0,0,3,0,1,0,2,1,0,0
student101_Integration3_1.0,22,1,2,0,0,0,10,0,8,0,1,2,0,0
student101_Prompt2_1.0,5,0,0,0,0,0,1,0,2,3,0,0,0,0
student101_Prompt8_1.0,15,0,0,0,0,0,2,0,1,0,0,0,0,0
student102_Prompt5_1.0,8,1,3,0,0,0,0,0,1,0,0,0,0,0
student102_Capstone_0.9,21,16,0,0,0,0,4,0,0,0,0,0,0,0
student102_Prompt7_1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
student102_Prompt9_1.0,21,3,0,0,0,0,4,5,1,0,0,1,7,0
student102_Prompt6_1.0,5,2,0,0,2,0,0,0,2,0,0,1,0,0
student102_Prompt10_1.0,4,3,0,0,0,0,0,0,0,0,0,0,0,0
student102_Prompt3_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student102_Prompt4_0.5,1,1,0,0,0,0,0,0,10,0,0,0,0,0
student102_Prompt2_1.0,14,4,0,0,0,0,8,0,2,5,0,2,0,0
student102_Integration3_1.0,23,4,4,0,0,0,2,0,0,0,0,1,0,0
student103_Prompt5_1.0,6,1,2,0,0,0,0,0,1,0,0,0,0,0
student103_Prompt4_1.0,9,1,0,0,0,0,0,0,5,0,0,0,0,0
student103_Prompt7_1.0,19,1,1,0,0,0,0,0,0,0,0,0,0,0
student103_Prompt9_1.0,12,2,0,0,0,0,2,0,0,0,0,0,0,0
student103_Prompt6_1.0,3,0,0,0,1,0,0,0,2,0,0,0,0,0
student103_Prompt10_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student103_Prompt3_1.0,6,1,0,0,0,0,0,0,1,0,5,0,0,0
student103_Prompt11_1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
student103_Integration3_0.9,12,1,5,0,0,0,0,0,1,0,0,1,0,0
student103_Prompt2_1.0,19,4,0,0,0,0,7,0,2,5,0,0,0,0
student103_Prompt8_1.0,7,1,0,0,0,0,1,3,0,0,0,0,0,0
student104_Prompt7_1.0,8,3,0,0,0,0,0,4,0,0,0,1,0,0
student104_Prompt9_1.0,5,2,0,0,0,0,0,0,0,0,0,0,8,0
student104_Prompt6_1.0,13,1,0,0,1,0,1,0,6,0,1,2,0,0
student104_Prompt10_1.0,14,6,0,0,0,0,0,0,0,0,0,0,0,0
student104_Prompt4_1.0,8,2,0,0,0,0,2,0,5,0,0,1,0,0
student104_Prompt8_1.0,13,2,0,0,0,0,1,3,0,0,0,0,0,0
student104_Prompt5_1.0,16,3,2,0,0,0,2,0,4,0,0,0,0,0
student104_Capstone_1.0,18,6,5,3,0,0,0,0,9,0,0,0,1,0
student104_Prompt2_1.0,12,2,0,0,0,0,7,0,1,0,0,2,0,0
student104_Prompt3_1.0,4,2,0,0,0,0,0,0,0,0,1,2,0,0
student104_Prompt11_1.0,4,8,0,0,0,0,0,0,0,0,0,1,0,0
student104_Integration3_1.0,10,3,2,0,0,0,7,0,2,0,0,0,0,0
student105_Capstone_1.0,22,11,0,0,0,0,9,0,4,0,0,0,0,0
student105_Prompt7_1.0,9,1,0,0,0,0,0,4,0,0,0,0,0,0
student105_Prompt9_1.0,6,1,0,0,0,0,0,0,0,0,0,0,6,0
student105_Prompt6_1.0,21,4,11,0,1,0,2,0,6,0,0,1,0,0
student105_Prompt10_1.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
student105_Prompt3_1.0,3,1,0,0,0,0,0,0,0,0,2,0,0,0
student105_Integration3_1.0,16,1,4,0,0,0,4,2,9,0,0,2,0,0
student105_Prompt4_1.0,6,1,0,0,0,0,0,0,5,0,0,0,0,0
student105_Prompt2_1.0,17,5,0,0,0,0,7,0,1,6,0,2,0,0
student105_Prompt8_1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0
student106_Prompt5_1.0,12,1,1,0,0,0,0,0,8,0,0,0,0,0
student106_Capstone_1.0,8,2,0,0,0,0,2,0,0,0,0,0,0,0
student106_Prompt7_1.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0
student106_Prompt9_1.0,4,2,0,0,0,0,0,0,0,0,0,0,6,0
student106_Prompt6_1.0,16,2,3,0,1,0,0,0,3,0,0,0,0,0
student106_Prompt10_1.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
student106_Prompt3_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student106_Integration3_1.0,3,0,0,0,0,0,2,0,1,0,0,0,0,0
student106_Prompt4_1.0,13,3,0,0,0,0,0,0,0,0,1,2,0,0
student106_Prompt2_1.0,17,3,0,0,0,0,6,0,1,6,0,0,0,0
student106_Prompt8_1.0,12,1,0,0,0,0,1,6,0,0,0,0,0,0
student107_Prompt7_1.0,7,4,0,0,2,0,4,8,3,0,0,0,0,0
student107_Prompt9_1.0,6,2,0,0,0,0,0,0,1,0,0,1,10,0
student107_Prompt6_1.0,4,0,0,0,0,0,1,0,1,0,0,0,0,0
student107_Prompt10_1.0,6,3,0,0,0,0,0,0,0,0,0,0,0,0
student107_Prompt4_1.0,8,3,0,0,0,0,0,0,0,0,1,0,0,0
student107_Prompt8_1.0,8,2,0,0,0,0,0,0,0,0,0,2,0,0
student107_Prompt5_1.0,9,1,0,0,0,0,0,0,7,0,0,0,0,0
student107_Capstone_1.0,9,3,0,0,0,0,1,0,1,0,0,1,0,0
student107_Prompt2_1.0,7,1,0,0,0,0,3,0,0,1,0,0,0,0
student107_Prompt3_1.0,12,2,0,0,0,0,1,0,1,0,1,4,0,0
student107_Prompt11_1.0,5,7,0,0,0,0,1,0,0,0,0,1,0,0
student107_Integration3_1.0,17,2,9,0,0,0,1,0,2,0,0,0,0,0
student108_Prompt7_1.0,6,2,0,0,0,0,0,0,6,0,0,1,0,0
student108_Prompt9_1.0,20,3,0,0,0,0,0,0,0,0,0,1,8,0
student108_Prompt6_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student108_Prompt10_1.0,4,5,0,0,0,0,0,0,0,0,0,1,0,0
student108_Prompt4_1.0,6,1,0,0,0,0,0,0,12,0,0,0,0,0
student108_Prompt8_1.0,7,1,0,0,0,0,1,8,1,0,0,0,0,0
student108_Prompt5_1.0,9,1,3,0,0,0,0,0,3,0,0,0,0,0
student108_Capstone_1.0,15,11,0,0,0,0,2,4,2,0,0,0,2,0
student108_Prompt2_1.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
student108_Prompt3_1.0,11,6,0,0,0,0,2,0,1,0,3,2,0,0
student108_Prompt11_1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
student108_Integration3_0.9,17,4,8,0,0,0,0,0,8,4,0,3,0,0
student109_Prompt5_1.0,15,3,4,0,0,0,0,0,1,0,0,0,0,0
student109_Capstone_1.0,3,1,0,0,0,0,0,1,2,0,0,0,3,0
student109_Prompt2_1.0,13,2,0,0,0,0,7,0,2,3,0,0,0,0
student109_Prompt9_1.0,8,4,0,0,0,0,2,0,2,0,0,0,7,0
student109_Prompt6_1.0,3,0,0,0,0,0,0,0,6,0,0,0,0,0
student109_Prompt10_1.0,4,3,0,0,0,0,0,0,0,0,0,0,0,0
student109_Prompt3_1.0,2,2,0,0,0,0,0,0,0,0,1,2,0,0
student109_Integration3_0.9,17,3,3,0,0,0,3,0,4,0,0,0,0,0
student109_Prompt4_1.0,14,3,0,0,0,0,3,0,9,3,0,2,0,0
student109_Prompt11_1.0,8,18,0,0,0,0,0,0,1,0,0,1,0,0
student109_Prompt8_1.0,12,2,0,0,0,0,2,4,0,0,0,0,0,0
student110_Prompt7_1.0,6,1,0,0,4,0,0,4,2,0,0,0,0,0
student110_Prompt9_1.0,15,2,0,0,0,0,0,0,1,0,0,3,7,0
student110_Prompt6_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student110_Prompt10_1.0,4,6,0,0,0,0,0,0,0,0,0,0,0,0
student110_Prompt4_1.0,5,1,0,0,0,0,3,0,6,0,0,1,0,0
student110_Prompt8_1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
student110_Prompt5_1.0,6,0,4,0,0,0,0,0,2,0,0,1,0,0
student110_Capstone_1.0,3,1,0,0,0,0,0,1,5,0,0,2,1,0
student110_Prompt2_1.0,13,2,0,0,0,0,3,0,1,5,0,0,0,0
student110_Prompt3_1.0,14,6,0,0,0,0,0,0,0,1,3,1,0,0
student110_Prompt11_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student110_Integration3_1.0,15,3,1,0,0,0,2,0,5,0,1,1,0,0
student111_Prompt7_1.0,11,2,0,0,0,0,4,5,0,0,0,1,0,0
student111_Prompt9_1.0,2,5,0,0,0,0,0,0,1,0,0,1,7,0
student111_Prompt6_1.0,12,2,1,0,3,0,1,0,3,0,0,1,0,0
student111_Prompt10_1.0,19,10,0,0,0,0,0,0,0,0,0,0,0,0
student111_Prompt4_1.0,7,2,0,0,0,0,0,0,6,0,0,1,0,0
student111_Prompt8_1.0,10,1,0,0,0,0,1,0,2,0,0,2,0,0
student111_Prompt5_1.0,8,2,7,0,0,0,1,0,2,0,0,1,0,0
student111_Capstone_0.9,14,4,1,0,0,0,2,0,0,0,0,0,0,0
student111_Prompt2_1.0,8,2,0,0,0,0,4,0,1,0,0,1,0,0
student111_Prompt3_1.0,11,4,0,0,0,0,0,0,0,3,1,4,0,0
student111_Prompt11_1.0,8,7,0,0,0,0,2,0,1,0,0,1,0,0
student111_Integration3_1.0,25,4,3,0,0,0,1,0,4,0,0,0,0,0
student112_Prompt5_1.0,8,2,3,0,0,0,1,0,13,0,0,3,0,0
student112_Capstone_0.8,26,11,0,0,0,0,3,0,1,0,0,1,0,0
student112_Prompt7_1.0,8,1,0,0,4,0,0,0,2,0,0,0,0,0
student112_Prompt9_1.0,22,3,0,3,0,0,2,0,8,0,0,4,0,0
student112_Prompt6_1.0,10,2,1,0,0,0,0,0,0,0,0,0,0,0
student112_Prompt10_1.0,6,1,0,0,0,0,0,0,0,0,0,0,7,0
student112_Prompt3_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student112_Integration3_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student112_Prompt4_1.0,7,6,0,0,0,0,0,0,2,0,4,3,0,0
student112_Prompt2_1.0,2,1,0,0,0,0,0,0,0,3,0,0,0,0
student112_Prompt8_1.0,6,3,0,0,0,0,1,6,0,0,0,0,0,0
student113_Prompt5_1.0,7,1,1,0,0,0,0,0,7,0,0,0,0,0
student113_Prompt7_1.0,9,3,0,0,0,0,3,1,0,0,0,0,0,0
student113_Prompt9_1.0,21,3,0,0,0,0,0,0,0,0,0,0,7,0
student113_Prompt6_1.0,5,1,0,0,1,0,0,0,3,0,0,0,0,0
student113_Prompt10_1.0,6,4,0,0,0,0,0,0,0,0,0,0,0,0
student113_Prompt4_1.0,8,2,0,0,0,0,0,0,0,0,1,3,0,0
student113_Prompt8_1.0,7,1,0,0,0,0,0,6,0,0,0,0,0,0
student113_Prompt1_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student113_Capstone_1.0,10,8,0,0,0,0,3,0,1,0,0,0,0,0
student113_Prompt2_1.0,10,2,0,0,0,0,6,0,0,1,0,0,0,0
student113_Prompt3_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student113_Prompt11_1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
student113_Integration3_1.0,22,3,7,0,0,0,3,0,5,0,0,0,0,0
student114_Prompt5_1.0,5,0,0,0,0,0,0,0,6,0,0,0,0,0
student114_Prompt4_1.0,8,3,0,0,0,0,0,0,1,0,3,3,0,0
student114_Prompt7_1.0,10,1,0,0,4,0,0,0,2,0,0,0,0,0
student114_Prompt9_1.0,12,1,0,0,0,0,0,0,0,0,0,0,0,0
student114_Prompt6_1.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
student114_Prompt10_1.0,6,1,0,0,0,0,0,0,0,0,0,0,8,0
student114_Prompt3_1.0,5,1,0,0,0,0,0,0,0,3,0,0,0,0
student114_Prompt11_1.0,7,4,0,0,0,0,0,0,0,0,0,0,0,0
student114_Integration3_0.9,12,1,7,0,0,0,0,0,1,0,0,0,0,0
student114_Prompt2_1.0,13,0,0,0,0,0,5,0,5,2,0,1,0,0
student114_Prompt8_1.0,5,1,0,0,0,0,1,8,0,0,0,0,0,0
student115_Prompt5_1.0,9,1,4,0,0,0,0,0,11,0,0,0,0,0
student115_Capstone_1.0,13,8,0,0,0,0,4,4,0,0,0,0,0,0
student115_Prompt7_1.0,6,1,0,0,1,0,0,0,2,0,0,0,0,0
student115_Prompt9_1.0,10,2,0,0,0,0,0,0,0,4,0,0,6,0
student115_Prompt6_1.0,4,0,0,0,1,0,0,0,2,0,0,0,0,0
student115_Prompt10_1.0,9,4,0,0,0,0,1,0,1,0,0,0,5,0
student115_Prompt3_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student115_Integration3_1.0,12,2,7,0,0,0,1,0,19,0,4,1,0,0
student115_Prompt4_1.0,7,3,0,0,0,0,0,0,0,0,3,0,0,0
student115_Prompt2_1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
student115_Prompt8_1.0,11,2,0,0,0,0,1,8,0,0,0,0,0,0
student116_Prompt7_1.0,14,1,0,0,0,0,0,0,0,0,0,0,0,0
student116_Prompt9_1.0,14,1,0,0,0,0,0,0,0,0,0,0,0,0
student116_Prompt6_1.0,10,2,2,0,0,0,1,0,1,0,0,1,0,0
student116_Prompt10_1.0,8,2,0,0,0,0,0,0,1,0,0,0,8,0
student116_Prompt4_1.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
student116_Prompt8_1.0,8,1,0,0,0,0,0,6,0,0,0,0,0,0
student116_Prompt5_1.0,8,3,0,0,0,0,0,0,12,0,0,1,0,0
student116_Capstone_1.0,17,20,0,0,0,0,2,0,4,0,2,3,0,0
student116_Prompt2_1.0,22,4,0,0,0,0,8,0,0,6,0,0,0,0
student116_Prompt3_1.0,11,2,0,0,0,0,2,0,1,3,1,2,0,0
student116_Prompt11_1.0,7,7,0,0,0,0,0,0,0,0,0,1,0,0
student116_Integration3_0.9,17,1,8,0,1,0,4,0,10,0,0,1,0,0
student117_Prompt5_1.0,7,3,3,0,0,0,0,0,3,0,0,1,0,0
student117_Capstone_0.9,19,5,1,0,0,0,6,0,2,0,0,1,0,0
student117_Prompt7_1.0,6,3,0,0,0,0,1,5,2,0,0,1,0,0
student117_Prompt2_1.0,3,1,0,0,0,0,0,0,1,3,0,0,0,0
student117_Prompt6_1.0,4,2,0,0,2,0,0,0,5,0,0,1,0,0
student117_Prompt10_1.0,12,8,0,0,0,0,1,0,0,0,0,0,0,0
student117_Prompt3_1.0,7,3,0,0,0,0,2,0,1,2,2,2,0,0
student117_Integration3_1.0,4,1,5,0,0,0,0,0,7,0,0,0,0,0
student117_Prompt4_1.0,7,4,0,0,0,0,1,0,10,0,0,1,0,0
student117_Prompt11_0.0,2,10,0,0,0,0,0,0,2,0,0,0,0,0
student117_Prompt8_1.0,8,1,0,0,0,0,0,0,0,0,0,1,0,0
student118_Prompt5_1.0,6,1,4,0,0,0,0,0,1,0,0,0,0,0
student118_Capstone_1.0,22,10,0,0,0,0,4,0,3,0,0,2,3,0
student118_Prompt7_1.0,7,1,0,0,4,0,0,4,2,0,0,0,0,0
student118_Prompt9_1.0,4,1,0,0,0,0,0,0,0,0,0,0,6,0
student118_Prompt6_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student118_Prompt10_1.0,6,4,0,0,0,0,0,0,0,0,0,0,0,0
student118_Prompt3_1.0,8,3,0,0,0,0,0,0,0,0,3,0,0,0
student118_Integration3_1.0,16,2,3,0,0,0,2,0,1,0,0,0,0,0
student118_Prompt4_1.0,6,0,0,0,0,0,0,0,5,2,0,0,0,0
student118_Prompt2_1.0,7,1,0,0,0,0,5,0,1,4,0,0,0,0
student118_Prompt8_1.0,15,4,0,0,0,0,2,0,0,0,0,1,0,0
student119_Prompt5_1.0,6,2,5,0,0,0,0,0,1,0,0,0,0,0
student119_Capstone_1.0,22,8,1,0,1,0,7,0,13,0,0,5,0,0
student119_Prompt7_1.0,4,3,0,0,0,0,1,6,1,0,0,0,0,0
student119_Prompt9_1.0,10,3,0,0,0,0,0,0,0,0,0,0,11,0
student119_Prompt6_1.0,3,0,0,0,1,0,0,0,2,0,0,0,0,0
student119_Prompt10_1.0,9,5,0,0,0,0,3,0,1,0,0,0,0,0
student119_Prompt3_1.0,2,2,0,0,0,0,0,0,1,0,4,2,0,0
student119_Integration3_1.0,14,4,3,0,0,0,6,0,8,0,0,1,0,0
student119_Prompt4_1.0,4,0,0,0,0,0,0,0,5,0,0,0,0,0
student119_Prompt2_1.0,13,3,0,0,0,0,12,0,3,5,0,2,0,0
student119_Prompt8_1.0,10,2,0,0,0,0,0,0,1,0,0,2,0,0
student120_Prompt5_1.0,6,2,3,0,0,0,0,0,3,0,0,1,0,0
student120_Prompt4_1.0,6,0,0,0,0,0,1,0,16,0,0,0,0,0
student120_Prompt7_1.0,6,3,0,0,0,0,0,12,0,0,0,1,0,0
student120_Prompt9_1.0,14,1,0,0,0,0,2,0,2,0,0,0,7,0
student120_Prompt6_1.0,5,1,0,0,3,0,1,0,6,0,0,1,0,0
student120_Prompt10_1.0,15,7,3,0,0,0,0,0,2,0,0,1,0,0
student120_Prompt3_1.0,10,5,0,0,0,0,0,0,1,0,8,0,0,0
student120_Prompt11_1.0,6,5,0,0,0,0,1,0,1,0,0,0,0,0
student120_Integration3_1.0,14,2,1,0,0,0,6,0,14,0,0,1,0,0
student120_Prompt2_1.0,3,0,0,0,0,0,0,0,1,2,0,0,0,0
student120_Prompt8_1.0,10,1,0,0,0,0,0,0,1,0,0,0,0,0
student121_Prompt5_1.0,15,2,3,0,0,0,0,0,18,0,0,0,0,0
student121_Capstone_1.0,25,11,0,0,0,0,2,0,0,0,1,3,0,0
student121_Prompt7_1.0,7,0,0,0,2,0,0,0,2,0,0,0,0,0
student121_Prompt9_1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
student121_Prompt6_1.0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
student121_Prompt10_1.0,7,1,0,0,0,0,0,0,1,0,0,0,7,0
student121_Prompt3_1.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
student121_Integration3_1.0,31,4,5,0,0,0,8,0,25,0,2,3,0,0
student121_Prompt4_1.0,7,1,0,0,0,0,1,0,3,0,2,2,0,0
student121_Prompt2_1.0,2,1,0,0,0,0,0,0,0,3,0,0,0,0
student121_Prompt8_1.0,8,0,0,0,0,0,4,10,4,0,0,0,0,0
student122_Prompt5_1.0,5,0,0,0,0,0,0,0,11,0,0,0,0,0
student122_Capstone_1.0,12,8,0,0,0,0,2,0,0,0,0,0,0,0
student122_Prompt7_1.0,9,1,0,0,0,0,0,0,5,0,0,0,0,0
student122_Prompt9_0.9,19,3,0,0,0,0,2,0,3,0,0,1,0,0
student122_Prompt6_0.9,4,1,0,0,0,0,0,0,0,0,0,0,0,0
student122_Prompt10_1.0,12,3,0,0,0,0,2,0,2,0,0,3,9,0
student122_Prompt3_1.0,5,1,0,0,0,0,0,0,1,3,0,3,0,0
student122_Integration3_1.0,11,1,7,0,0,0,0,0,4,0,0,0,0,0
student122_Prompt4_1.0,9,3,0,0,0,0,2,0,0,0,1,1,0,0
student122_Prompt2_1.0,10,2,0,0,0,0,4,0,1,3,0,1,0,0
student122_Prompt8_0.9,7,1,0,1,0,0,2,4,2,0,0,2,0,0
student123_Prompt7_1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
student123_Prompt9_1.0,4,2,0,0,0,0,0,0,0,0,0,0,3,0
student123_Prompt6_1.0,5,1,0,0,1,0,0,0,2,0,0,0,0,0
student123_Prompt10_1.0,6,5,0,0,0,0,0,0,0,0,0,0,0,0
student123_Prompt4_1.0,7,2,0,0,0,0,2,0,11,0,0,1,0,0
student123_Prompt8_1.0,13,1,0,0,0,0,1,3,0,0,0,0,0,0
student123_Prompt5_1.0,6,1,4,0,0,0,0,0,1,0,0,0,0,0
student123_Capstone_1.0,9,7,1,0,0,0,2,0,1,0,0,0,4,0
student123_Prompt2_1.0,12,2,0,0,0,0,6,0,1,3,0,0,0,0
student123_Prompt3_1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
student123_Prompt11_1.0,2,7,0,0,0,0,0,0,0,0,0,1,0,0
student123_Integration3_0.9,16,4,6,0,0,0,1,0,5,0,0,0,0,0
student124_Prompt5_1.0,8,3,3,0,0,0,0,0,3,0,0,1,0,0
student124_Capstone_1.0,9,21,0,0,0,0,0,0,1,0,0,1,0,0
student124_Prompt7_1.0,2,1,0,0,0,0,0,2,0,0,0,1,0,0
student124_Prompt9_1.0,3,1,0,0,0,0,0,0,0,0,0,1,0,0
student124_Prompt6_1.0,12,3,0,0,3,0,0,0,4,0,0,1,0,0
student124_Prompt10_1.0,4,5,0,0,0,0,2,0,2,0,0,1,0,0
student124_Prompt3_1.0,2,1,0,0,0,0,0,0,0,0,0,1,0,0
student124_Integration3_0.9,16,6,5,0,0,0,0,0,11,0,2,2,0,0
student124_Prompt4_1.0,17,6,0,0,0,0,2,0,9,0,1,0,0,0
student124_Prompt2_0.5,2,1,0,0,0,0,0,0,0,3,0,0,0,0
student124_Prompt8_1.0,14,2,0,0,0,0,0,6,3,0,0,2,0,0
student125_Prompt7_1.0,7,3,0,0,0,0,0,4,6,0,0,1,0,0
student125_Prompt9_1.0,4,1,0,0,0,0,0,0,1,0,0,0,5,0
student125_Prompt6_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student125_Prompt10_1.0,8,6,0,0,0,0,2,0,0,0,0,2,0,0
student125_Prompt4_1.0,15,5,0,0,0,0,2,0,13,0,0,1,0,0
student125_Prompt8_1.0,11,2,0,0,0,0,0,0,0,0,0,0,0,0
student125_Prompt5_1.0,7,3,3,0,0,0,0,0,3,0,0,1,0,0
student125_Capstone_1.0,9,5,0,0,1,0,3,0,4,0,0,0,0,0
student125_Prompt2_1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
student125_Prompt3_1.0,2,2,0,0,0,0,0,0,0,0,2,2,0,0
student125_Prompt11_1.0,3,7,0,0,0,0,0,0,0,0,0,1,0,0
student125_Integration3_1.0,13,2,2,0,0,0,5,0,6,0,0,1,0,0
student126_Prompt7_1.0,7,0,0,0,0,0,0,4,1,0,0,1,0,0
student126_Prompt9_1.0,13,3,0,0,0,0,1,0,1,0,0,0,6,0
student126_Prompt6_1.0,4,0,0,0,1,0,1,0,4,0,0,0,0,0
student126_Prompt10_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student126_Prompt4_1.0,5,1,0,0,0,0,0,0,5,0,0,0,0,0
student126_Prompt8_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student126_Prompt5_1.0,11,2,4,0,0,0,0,0,8,0,0,0,0,0
student126_Capstone_1.0,7,2,0,0,0,0,2,0,0,0,0,0,0,0
student126_Prompt2_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student126_Prompt3_1.0,10,3,0,0,0,0,2,0,3,6,2,1,0,0
student126_Prompt11_1.0,11,10,0,0,0,0,0,0,0,0,0,0,0,0
student126_Integration3_1.0,6,1,4,0,0,0,3,0,6,0,0,0,0,0
student127_Prompt7_1.0,3,1,0,0,0,0,0,6,1,0,0,0,0,0
student127_Prompt9_1.0,8,2,0,0,0,0,0,0,0,0,0,0,8,0
student127_Prompt6_1.0,4,1,0,0,2,0,1,0,2,0,0,0,0,0
student127_Prompt10_1.0,8,3,0,0,0,0,0,0,0,0,0,0,7,0
student127_Prompt4_1.0,6,2,0,0,0,0,0,0,4,0,0,1,0,0
student127_Prompt8_1.0,12,1,0,0,0,0,0,0,0,0,0,0,0,0
student127_Prompt5_1.0,7,1,5,0,0,0,0,0,4,0,0,0,0,0
student127_Capstone_0.9,11,3,0,0,0,0,3,0,0,0,0,0,0,0
student127_Prompt2_1.0,12,2,0,0,0,0,6,0,2,4,0,2,0,0
student127_Prompt3_1.0,4,2,0,0,0,0,0,0,0,0,1,1,0,0
student127_Prompt11_1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
student127_Integration3_1.0,20,1,4,0,0,0,2,0,9,0,0,0,0,0
student128_Prompt7_1.0,8,2,0,0,0,0,1,6,0,0,0,0,0,0
student128_Prompt9_1.0,4,0,0,0,0,0,0,0,2,0,0,1,8,0
student128_Prompt6_1.0,3,1,0,0,1,0,0,0,3,0,0,0,0,0
student128_Prompt10_1.0,11,7,0,0,0,0,0,0,0,0,0,0,0,0
student128_Prompt4_1.0,3,0,0,0,0,0,0,0,9,0,0,0,0,0
student128_Prompt8_1.0,15,2,0,0,0,0,2,6,1,0,0,0,0,0
student128_Prompt5_1.0,5,1,3,0,0,0,0,0,1,0,0,1,0,0
student128_Capstone_1.0,10,3,0,0,0,0,2,4,0,0,0,0,0,0
student128_Prompt2_1.0,3,0,0,0,0,0,0,0,2,3,0,0,0,0
student128_Prompt3_1.0,6,3,0,0,0,0,0,0,0,2,2,0,0,0
student128_Prompt11_1.0,7,9,0,0,0,0,0,0,3,0,0,1,0,0
student128_Integration3_1.0,20,4,11,0,0,0,7,0,8,0,0,0,0,0
student129_Prompt7_0.0,8,1,0,0,0,0,0,8,1,0,0,0,0,0
student129_Prompt9_1.0,6,0,0,0,0,0,2,0,3,0,0,0,7,0
student129_Prompt6_1.0,6,1,0,0,1,0,1,0,3,0,0,0,0,0
student129_Prompt10_1.0,5,3,0,0,0,0,0,0,0,0,0,0,0,0
student129_Prompt4_1.0,6,1,0,0,0,0,1,0,5,0,0,1,0,0
student129_Prompt8_1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0
student129_Prompt5_1.0,6,0,5,0,0,0,1,0,3,0,0,0,0,0
student129_Capstone_0.9,8,2,0,0,0,0,2,0,0,0,0,0,0,0
student129_Prompt2_1.0,11,1,0,0,0,0,6,0,2,2,0,0,0,0
student129_Prompt3_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student129_Prompt11_1.0,8,12,0,0,0,0,0,0,0,0,0,1,0,0
student129_Integration3_0.9,3,0,1,0,0,0,0,0,0,0,0,0,0,0
student130_Prompt7_1.0,12,3,1,0,5,0,0,0,5,1,0,1,0,0
