NetID,Capstone,ePortfolio Link,Integration3,Prompt1,Prompt2,Prompt3,Prompt4,Prompt5,Prompt6,Prompt7,Prompt8,Prompt9,Prompt10,Prompt11
cribera,340,20,200,20,20,20,20,20,20,20,20,20,20,20
crichte2,340,20,200,20,20,20,20,20,20,20,20,20,20,20
crineha1,326,20,188,20,20,20,20,20,20,20,0,20,20,20
crivers,340,20,200,20,20,20,20,20,20,20,20,20,20,20
crodri12,340,20,194,20,20,20,20,20,20,20,20,20,20,20
croncagl,340,20,200,20,20,18,20,20,20,20,0,20,20,20
csabers,326,20,188,20,20,20,20,20,20,20,20,20,20,20
csalcedo,335,20,200,20,20,20,20,0,20,20,20,20,20,20
csamagal,340,20,200,20,20,20,20,20,20,20,20,20,20,20
csardi,292,20,188,20,20,20,20,20,20,0,20,20,20,20
csasso,330,20,196,20,20,20,20,20,20,20,20,20,20,20
csauder,340,20,200,20,20,20,20,20,20,20,20,20,20,0
cschmid7,340,20,188,20,20,20,20,20,20,20,20,20,20,20
cschust4,320,20,188,20,20,20,20,20,20,20,20,20,20,20
csedore,340,20,200,20,20,20,20,20,20,20,20,20,20,20
cseymou2,326,20,188,20,20,20,20,20,20,20,20,20,20,20
cshafer1,326,20,172,20,20,20,20,0,0,20,20,20,20,20
csmith71,340,20,200,20,20,20,20,20,20,20,20,20,20,20
csmith72,326,20,200,20,20,20,20,20,20,20,20,20,20,20
csofrona,340,20,177,20,20,20,20,20,20,20,20,20,20,20
cspang,340,20,200,20,20,20,20,20,20,20,20,20,20,0
csport,334,20,200,20,20,20,20,20,20,20,20,20,20,20
csumner,340,20,200,20,20,20,20,20,20,20,20,20,20,20
csusco,320,0,180,20,20,20,20,20,20,20,20,20,20,20
csweene8,320,15,180,20,0,20,20,20,20,20,20,20,20,20
ctheisen,326,20,172,20,20,20,20,20,20,20,20,20,20,20
ctorre10,340,20,200,20,20,20,20,20,20,20,20,20,20,20
ctoudouz,340,20,200,20,20,20,20,20,20,20,20,20,20,20
ctrujil4,334,20,194,20,20,20,20,20,20,20,20,20,20,20
ctsevis,334,20,200,20,20,20,20,20,20,20,20,20,20,20
cvallace,340,20,200,20,20,20,20,,20,,20,20,20,20
cviracol,340,20,200,20,20,20,20,0,20,20,20,20,20,20
cvisnic,340,20,200,20,20,20,20,20,20,20,20,20,20,20
cwagne12,307,20,200,20,20,20,20,20,20,20,20,20,20,20
cwaltonr,311,20,186,20,20,20,20,20,20,20,20,20,20,20
cwhalen2,340,20,180,20,20,20,20,20,20,20,20,20,20,20
cwilso24,325,10,180,20,20,20,20,20,20,20,20,20,20,20
cye,340,20,200,20,20,20,20,0,0,20,20,20,20,20
cyoun,340,20,194,20,20,20,20,20,20,20,0,20,20,20
cyounkle,326,20,188,20,20,20,20,20,20,20,20,20,20,20
czhou4,340,20,180,20,20,20,15,20,20,20,20,20,20,20
dabdulra,340,20,200,20,20,20,20,20,20,20,20,20,20,20
dadams13,326,20,188,0,20,20,20,20,20,20,20,20,20,20
dallen13,300,20,132,20,20,20,20,20,20,20,20,20,20,0
dapollon,325,10,190,20,15,20,20,20,20,20,20,20,20,20
dbender,320,20,172,20,20,20,20,20,20,20,20,20,20,20
dberg,340,20,200,20,20,20,20,20,20,20,20,20,20,20
dbirzer,580,20,200,20,20,20,15,20,20,20,20,20,20,
dbodewig,340,20,0,20,20,20,20,20,20,20,20,20,20,20
dbryck,300,20,172,20,20,20,20,0,20,20,20,20,20,20
dcassid3,303,15,176,20,20,20,20,20,20,20,20,20,20,20
dchatfie,279,20,200,20,20,20,20,,20,20,20,20,20,20
dcorr1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
ddallava,325,20,181,20,20,20,20,20,20,20,20,20,20,20
ddavis10,270,20,172,20,20,20,20,20,20,20,20,20,20,20
ddelafe,330,20,172,20,20,20,20,20,20,20,20,20,15,20
ddelliso,340,0,180,19,20,20,20,20,20,15,20,20,20,20
ddelp,326,20,154,20,20,20,20,20,20,20,20,20,20,20
ddonnel1,320,20,194,20,20,20,20,20,20,20,20,20,20,20
delwell,340,20,200,20,20,20,20,20,20,20,20,20,20,20
dewell,320,10,172,20,20,20,20,20,0,20,20,20,20,0
dfabrega,340,20,188,20,20,20,20,20,20,20,20,20,20,20
dfeldman,340,10,200,20,20,20,20,20,20,20,20,20,20,20
dfritz1,326,20,190,20,20,20,20,20,20,20,20,20,20,20
dgarci18,320,16,196,20,20,20,20,20,20,16,15,18,20,20
dgarda,340,20,200,20,20,20,20,20,20,20,20,20,20,20
dgibbon2,340,20,188,20,5,20,20,20,20,20,20,15,20,20
dgiersch,326,20,188,20,20,20,20,20,,20,20,,20,20
dgomez5,340,20,200,20,20,20,20,20,20,20,20,20,20,20
dgregor5,290,20,170,20,20,20,20,20,20,20,20,20,20,20
dgriffi6,340,20,200,20,20,20,20,,20,0,20,20,20,20
dgrime,340,10,200,20,20,20,20,20,20,0,20,20,20,20
dgrogan,320,20,185,20,20,20,20,20,20,20,18,,20,19
dharvey1,320,20,154,20,20,20,20,20,20,20,0,20,20,0
dhaseno1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
dhousto1,340,20,188,20,20,20,20,20,20,20,20,20,20,20
dkelly13,320,20,166,20,20,20,20,20,20,10,20,20,20,20
dkenned7,340,20,200,20,20,20,20,20,20,20,20,20,20,
dkim28,340,20,190,20,20,20,20,20,20,20,20,20,20,20
dkim30,340,20,188,20,20,20,20,20,20,20,20,20,20,20
dkolkebe,306,0,180,20,20,20,20,20,20,10,20,10,20,10
dkrivda,334,20,175,20,20,20,20,20,20,20,20,20,20,20
dlagios,282,20,188,20,20,10,20,10,20,20,20,20,10,20
dlamanna,325,20,180,20,20,20,20,20,20,,20,20,20,20
dlavelle,335,20,190,20,20,20,15,20,18,20,20,20,20,20
dlee26,340,20,200,20,20,20,20,20,20,20,20,20,20,20
dlee27,340,20,200,20,20,20,20,20,20,20,20,20,20,20
dliggio,326,0,200,20,10,20,20,20,20,20,20,,20,20
dlipa,316,20,185,20,20,20,20,20,20,20,20,20,20,20
dlong2,334,20,163,20,20,20,10,20,20,20,20,20,20,20
dmacatan,340,20,200,20,20,20,20,20,20,20,20,20,20,0
dmarino,340,20,200,20,20,20,20,20,20,20,20,20,20,20
dmarque4,340,20,200,20,20,20,20,20,20,20,20,15,20,20
dmatara,340,20,200,20,20,20,20,20,20,20,20,20,20,20
dmcmurt1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
dmikovit,340,20,200,20,20,20,20,20,20,20,20,20,20,20
dmoran5,330,20,200,20,20,20,20,20,20,20,20,20,20,20
dmorris7,326,20,188,20,20,20,20,20,20,20,20,20,20,20
dnaquin,340,20,200,20,20,20,20,20,20,20,20,20,20,20
dnelso12,340,20,198,20,20,20,20,20,20,20,20,20,20,20
dngo2,340,20,200,20,20,20,20,20,20,20,20,20,20,20
dobrie13,320,20,162,20,10,20,20,20,10,20,0,10,20,20
dobryan3,326,0,151,20,20,20,20,20,20,20,20,20,20,20
dpalmer4,300,20,180,20,20,20,20,20,20,20,20,,20,20
dpark4,340,20,200,0,20,20,20,20,20,20,20,20,20,20
dpark5,340,20,200,20,20,20,20,20,20,20,20,20,20,20
dpatel2,320,20,195,20,20,20,20,20,20,20,20,20,20,20
dpatter6,292,20,154,20,20,10,20,0,20,20,20,20,20,20
dphill14,326,20,186,20,20,20,20,20,20,20,20,20,20,20
dplagenz,340,20,200,20,20,20,20,20,20,20,20,20,20,20
drea,340,20,200,20,17,20,20,20,20,20,20,20,20,20
dreynoso,340,20,200,10,20,20,20,20,20,20,20,20,20,20
driehm1,320,20,200,20,10,20,20,20,20,20,20,20,20,20
drogers1,340,20,200,20,20,20,20,20,20,0,20,20,20,20
drottenb,340,20,200,20,20,20,20,20,20,20,,20,20,20
dsaloome,320,20,180,20,20,20,20,20,20,20,20,20,20,20
dsanche8,291,20,188,20,20,20,20,20,20,20,10,20,20,20
dserafin,326,20,200,20,20,20,20,20,20,20,20,20,20,20
dshah2,320,20,200,20,20,20,15,20,15,20,20,20,20,20
dshaw4,340,20,194,20,20,20,20,20,20,20,20,20,20,20
dsimonsa,340,20,200,10,20,0,20,20,20,20,20,20,20,20
dsmith53,320,20,172,20,20,20,20,20,20,20,20,20,20,20
dspalins,326,20,188,20,20,20,20,20,0,20,20,20,20,20
dstcyr,275,20,172,20,20,20,20,20,20,20,20,20,20,0
dsun2,320,20,180,20,20,20,20,20,20,20,20,20,20,20
dtong,340,,200,20,20,20,20,20,20,0,20,20,,20
dtorgers,340,20,200,20,20,20,20,20,20,20,20,20,20,20
dtoth1,340,20,180,20,20,20,20,20,20,20,20,20,20,20
dventer,300,20,194,20,20,20,20,20,20,20,20,20,20,20
dwaszak,340,20,188,20,20,20,20,20,20,20,20,20,20,20
dwest,311,0,160,20,20,20,0,20,0,10,10,20,10,20
dyefreme,340,20,200,20,20,20,20,20,20,20,20,20,20,20
eadams6,320,20,180,20,20,20,20,20,20,20,20,20,20,20
ealbi,326,20,200,20,20,20,20,20,20,20,20,20,20,20
eallgaie,340,20,200,20,20,20,20,20,20,20,20,20,20,20
ealvarad,320,5,175,0,5,20,16,20,15,20,17,20,20,20
eambrose,326,20,194,20,20,20,20,0,20,20,20,10,20,20
eascoles,340,20,160,20,20,20,20,20,20,20,20,20,20,20
ebabcoc1,272,0,175,20,20,20,20,20,20,0,20,20,20,20
ebaker11,260,15,175,20,20,17,15,20,20,20,20,20,20,20
ebarron3,334,20,194,20,20,20,20,20,20,20,20,20,20,20
ebarthel,334,20,180,20,20,20,20,20,20,10,20,20,20,20
eboldt,340,20,200,20,20,20,20,20,20,20,20,20,20,20
ebrady7,340,20,190,20,20,20,20,20,20,20,20,20,20,20
ebrigham,340,20,188,20,20,20,20,20,20,20,20,20,20,20
ebrown19,292,20,194,0,20,0,20,20,20,20,0,20,20,20
ebrown20,340,20,188,20,20,20,20,20,20,20,20,20,20,20
eburke7,334,20,200,20,20,20,20,20,20,20,20,10,20,20
ecahill,340,20,200,20,20,20,20,20,20,20,20,20,20,20
ecaradon,340,0,200,20,20,20,20,20,20,20,20,20,20,20
ecastil2,340,20,194,20,20,20,20,20,20,20,20,20,20,0
eching,322,20,200,20,20,20,20,20,20,20,20,20,20,20
eclapp,326,20,200,20,20,20,20,20,20,20,20,20,20,20
ecook4,330,20,200,17,20,20,20,20,20,15,20,14,20,20
ecottril,320,20,188,20,20,20,20,20,20,20,20,20,20,0
ecummin2,340,20,,20,20,20,20,20,20,20,20,20,20,20
edell,340,20,200,20,20,20,20,20,20,20,20,20,20,20
edewane,292,20,200,20,20,20,20,20,20,20,20,,20,0
edidonat,300,20,188,20,20,20,20,20,20,20,20,20,20,20
edohert1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
edownin1,325,20,199,20,20,20,20,20,20,20,20,20,18,20
edoyal,340,20,200,20,20,20,20,20,20,20,20,20,20,20
edoyle7,330,20,194,20,20,20,20,20,20,18,18,18,19,20
edoyle8,307,20,200,20,20,20,20,20,20,20,20,20,20,20
eeagle,340,20,190,15,20,15,15,20,15,20,20,20,20,20
eegan,334,20,200,20,20,20,20,20,20,20,20,20,20,20
eeschwei,340,20,200,20,20,20,20,20,20,20,20,20,20,20
eevans8,270,20,188,20,20,20,20,20,20,20,20,20,20,20
eevans9,340,20,200,20,20,20,20,20,20,20,20,20,20,20
eferdina,340,20,200,20,20,20,20,20,20,20,20,20,20,20
efitzge4,320,20,178,20,20,0,20,20,20,20,20,20,20,20
eflynn5,340,20,200,10,10,20,10,20,20,20,20,10,20,10
eforbes1,326,20,163,20,20,20,20,20,20,20,20,20,20,0
efurlo,340,20,200,20,20,20,20,20,20,20,20,20,20,20
egamble,340,20,200,20,20,20,20,20,20,20,20,20,20,20
egardey,320,10,143,20,20,20,20,20,20,20,20,20,20,0
egardne3,340,20,188,20,20,20,20,20,20,20,20,20,20,20
egeyer1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
egilber1,330,20,200,20,20,20,20,20,20,20,20,20,0,20
eglendon,307,20,194,20,20,20,20,20,20,20,20,20,20,20
egorman5,340,20,186,20,20,20,20,20,20,20,20,20,20,0
egorman6,340,20,200,20,20,20,20,20,20,20,20,20,20,20
egrammer,340,20,200,20,20,20,20,20,0,20,20,0,20,20
egroth,340,20,200,20,20,20,20,20,20,20,20,20,20,20
eguenthe,330,20,190,20,20,20,20,20,20,20,20,20,20,20
ehancuch,334,20,186,20,20,20,20,0,10,20,20,20,20,20
ehansen4,326,20,200,20,20,20,20,20,20,20,20,20,20,20
eheidenr,340,20,200,20,20,20,20,20,20,20,20,20,20,20
eherber1,340,20,188,20,20,20,20,20,20,20,20,20,20,20
ehiestan,340,20,200,20,20,20,20,20,20,20,20,20,20,20
ehoch,340,20,200,20,20,20,20,20,20,20,20,20,20,20
ehoran3,334,20,172,20,20,20,20,20,20,20,20,0,20,20
ehurm,301,20,171,20,20,20,20,20,20,20,20,20,20,0
ejames3,326,10,194,20,0,20,20,20,20,20,20,20,20,20
ejaques,320,20,304,20,20,20,0,20,0,20,20,20,20,20
ejones15,326,20,200,20,20,20,20,20,20,20,20,20,20,0
ejoyce2,340,20,200,20,20,20,20,20,20,20,20,20,20,20
ekeefe2,330,20,200,20,20,20,20,20,20,20,20,,20,20
ekenney1,307,20,200,20,20,20,20,20,20,20,20,0,20,0
ekeuler,334,20,188,20,20,20,20,20,20,20,20,20,20,20
ekinyon,338,20,199,20,20,20,20,20,20,20,20,20,20,20
ekiszla,340,20,200,20,20,20,20,20,20,20,20,20,20,20
eladdusa,326,20,200,20,20,20,20,20,20,20,20,20,20,0
elauer1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
elazzaro,315,20,198,20,20,20,20,20,15,20,19,19,18,20
eleahy1,326,20,188,20,10,20,20,20,20,20,20,20,20,20
elinares,334,20,200,20,20,20,20,20,20,20,20,20,20,0
elipnick,340,10,200,20,20,20,20,20,20,20,20,20,20,20
ellano1,334,20,188,20,0,20,20,20,20,20,20,20,20,10
elopez7,340,20,200,20,20,20,20,20,20,20,20,20,20,20
emaginn,340,20,200,20,20,20,20,20,20,20,20,20,20,20
emangels,340,20,200,20,20,20,20,20,20,20,20,20,20,20
emccart4,340,20,200,20,20,20,20,20,20,0,20,20,20,20
emcdowel,340,20,194,20,20,20,20,20,20,20,20,20,20,20
emeara,330,20,200,20,20,20,20,20,20,20,20,20,20,20
emilliga,340,20,172,20,20,20,20,20,20,20,20,20,20,20
emills1,340,20,200,10,20,20,20,20,20,20,20,20,20,
emoll1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
emostyn,340,20,200,20,20,20,20,20,20,20,20,20,20,20
emuller,320,20,200,20,20,20,20,20,20,20,20,0,20,20
enichol4,340,20,200,20,20,20,20,20,20,20,20,20,20,20
enunez,340,40,200,20,20,20,20,20,20,20,20,20,20,20
eobrie14,307,20,200,20,20,20,10,20,20,20,20,20,20,20
eodrobin,326,20,194,20,20,20,20,20,20,20,20,20,20,20
eoduro,326,20,188,20,20,20,20,20,20,20,20,20,20,20
eolmanso,340,20,172,20,20,20,20,20,20,20,20,20,20,20
eolsen2,340,20,200,20,20,20,20,20,20,20,20,20,20,20
eospeck,320,20,200,20,20,20,20,20,20,20,20,20,20,20
epark5,311,20,188,20,20,20,20,20,20,20,20,20,20,20
epatton2,310,10,200,20,20,20,20,20,20,20,20,20,20,20
epil,339,20,198,20,20,20,20,20,20,20,20,20,20,20
epuntill,320,20,180,20,20,20,20,20,20,20,20,20,20,20
eradomsk,340,20,200,20,10,20,20,20,20,20,20,20,20,20
eralph,329,20,190,20,20,20,20,20,20,20,20,20,20,20
ereyda,316,20,200,20,20,20,20,20,20,20,20,20,20,20
ereynol5,340,20,200,20,20,20,20,20,20,20,20,20,20,20
eriojas,340,20,200,20,20,20,20,20,20,20,20,20,20,20
erogan,340,20,194,20,20,20,20,10,20,20,20,20,20,20
eromero3,340,20,200,20,20,20,20,20,20,20,20,20,20,20
esagun,340,20,200,20,20,20,20,20,20,20,20,20,20,20
esalina1,326,20,194,20,20,20,20,20,20,20,20,20,20,20
eschnaut,340,20,200,20,20,20,20,20,20,20,20,20,20,20
eshanno4,340,20,177,20,20,20,20,20,20,20,20,20,20,20
eshea2,340,20,200,20,20,20,20,20,20,20,20,20,20,20
esherloc,340,20,200,20,0,20,20,20,20,20,20,20,20,20
esienko,340,20,200,20,20,20,20,20,20,20,20,20,20,20
esmith30,340,20,200,20,20,20,20,20,20,20,20,20,20,20
esmith36,340,20,200,20,20,20,20,10,20,20,20,20,20,20
esoller,334,20,194,20,20,20,20,20,20,20,20,0,20,20
esteigau,334,20,180,20,20,20,20,20,20,20,20,20,20,20
estratto,320,20,194,20,20,20,20,10,20,20,20,20,20,20
estrouse,326,20,200,20,20,20,20,20,20,20,20,20,20,20
esulli14,340,20,188,20,20,20,20,20,0,20,20,20,20,20
esunshi1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
etighe,340,20,194,20,20,20,20,20,20,20,20,20,20,20
etorrent,326,20,200,20,20,20,20,20,20,20,20,20,20,20
etravis,334,20,172,20,20,20,20,20,20,20,20,20,20,20
etravnik,340,20,200,20,20,20,20,20,20,20,20,20,20,20
etruesda,300,20,190,0,0,17,0,20,20,20,20,20,20,20
eunebasa,340,20,200,20,20,20,20,20,20,20,20,20,20,20
eutley,307,20,200,10,20,10,10,20,20,20,20,20,20,20
evandier,340,20,200,20,20,20,20,20,20,20,20,20,20,20
everhey,340,20,200,20,20,20,20,20,0,20,20,20,20,20
ewellma1,340,20,188,20,20,20,20,20,20,20,20,20,15,20
ewigutow,326,20,200,20,20,20,20,20,20,20,20,20,20,20
ewood1,340,20,199,20,20,20,20,20,20,20,20,20,20,20
eyeager,340,20,200,20,20,20,20,20,20,20,20,20,20,20
ezahoric,325,20,200,20,20,20,20,20,20,20,20,20,20,20
eziegle1,325,20,199,20,20,20,20,20,20,20,20,20,20,20
fbirch,340,20,188,20,20,20,20,20,20,20,20,20,20,20
fharris2,326,10,200,,20,0,20,20,20,20,20,20,20,20
fhernan7,340,20,200,20,20,20,20,20,20,20,,20,20,20
fhita,320,20,200,10,20,20,20,20,20,20,20,20,20,20
fkenney,338,20,198,20,20,20,20,20,20,20,20,20,20,20
fprimozi,340,20,200,20,20,20,20,20,20,20,20,20,20,20
fschemel,340,20,200,20,20,20,20,20,20,20,20,20,20,20
fsegura1,340,20,192,20,20,20,20,20,20,0,20,20,20,20
fzornow,340,20,194,20,20,20,20,20,20,20,20,20,20,20
garboled,334,20,186,20,20,20,20,20,20,20,20,20,20,
garnold1,0,20,0,20,0,20,20,0,0,0,20,,20,
gasebeyh,320,20,194,20,10,20,20,0,20,0,10,20,20,0
gbarthel,340,20,188,10,20,20,20,0,20,20,20,20,20,20
gbiltz,334,20,200,20,20,20,20,20,20,20,20,20,20,20
gbrach,340,20,194,20,20,20,20,20,20,20,20,20,20,20
gbreslin,340,10,200,20,20,10,20,20,20,20,20,20,20,20
gbrown15,340,20,200,20,20,20,20,20,20,20,20,20,20,20
gbruenin,340,20,200,20,20,20,20,20,20,20,20,20,20,20
gcampoli,311,20,172,20,20,20,10,20,20,20,20,20,20,20
gcramer1,334,20,194,20,20,20,20,20,20,20,20,20,20,20
gdean,336,20,200,20,20,20,20,20,20,20,20,20,20,20
gdibono,311,20,188,20,20,20,20,20,20,20,10,20,20,20
gdiederi,334,20,200,20,20,20,20,20,20,20,20,20,0,20
gdoughe1,334,20,200,20,20,20,20,20,20,20,20,20,20,20
gevans,340,20,200,20,20,20,20,20,20,20,20,20,20,20
gfernand,325,20,200,20,20,20,20,20,20,20,20,20,20,20
ggallagh,340,20,200,20,20,20,20,20,20,20,20,20,0,20
ggallant,340,20,200,10,20,0,20,10,10,20,0,20,20,20
ggasper,325,20,200,20,20,20,20,20,20,20,20,20,20,20
ggulyas,340,20,200,20,20,20,20,20,20,20,20,20,20,20
ghong,340,20,200,20,20,20,20,20,20,20,20,20,20,20
ginglis,340,20,200,20,20,15,15,20,15,20,20,20,20,20
gjohanne,340,20,200,20,20,20,20,20,20,20,20,20,20,20
gkaiser,326,20,192,20,20,20,20,20,20,20,20,20,20,20
gkim,340,20,194,20,20,20,20,20,20,20,20,20,20,20
gking6,310,12,165,16,15,18,16,19,20,20,20,18,16,20
gklaus,326,20,200,20,20,20,20,20,20,20,20,20,20,0
gkrut,326,20,186,20,20,20,20,0,0,0,20,20,20,0
glyman,240,20,200,20,20,20,20,20,20,20,20,20,20,20
gmarines,223,20,154,20,20,20,20,20,20,20,20,20,20,20
gmarti12,340,20,200,20,20,20,20,20,20,20,20,20,,20
gmatting,340,20,200,20,20,20,20,20,20,20,20,20,20,20
gmcdermo,340,20,200,20,20,20,20,20,0,20,20,20,20,20
gmudd,340,20,120,20,20,20,20,20,0,0,20,0,20,0
gnguyen,320,20,194,20,20,20,20,20,20,20,20,20,20,20
gniforat,340,20,200,20,20,20,20,20,20,20,20,20,20,20
gotte1,282,20,200,20,20,20,20,10,20,20,20,20,20,20
gpalmer,340,20,198,20,20,20,20,20,20,20,20,20,20,20
gpernico,340,20,194,20,20,20,20,20,20,20,20,20,20,20
gpetrosi,340,20,200,20,20,20,20,20,20,20,0,20,20,20
gsilva1,326,20,194,20,20,20,20,20,20,20,20,20,20,20
gsmith19,311,15,194,20,20,20,20,20,20,20,20,20,20,20
gstephe2,340,20,200,20,20,20,20,20,20,20,20,20,20,20
gtanjuat,340,20,188,20,20,20,20,20,20,20,20,20,20,20
gtrindad,340,20,177,20,20,20,20,20,20,20,20,0,20,20
gumunyan,328,20,200,20,20,20,20,20,0,20,20,20,20,20
gvalli,326,20,200,20,20,20,20,20,20,20,,20,20,20
gvargas,320,20,188,20,20,20,20,20,20,20,20,20,20,20
gverfurt,335,20,198,20,20,20,20,20,19,19,19,19,19,0
gvonuhle,340,20,200,20,20,20,20,20,0,20,20,20,20,20
gwiechar,320,20,194,20,20,20,20,20,20,20,20,20,20,20
gwilson6,340,20,180,20,20,20,20,20,20,20,20,20,20,20
gworthin,340,20,200,20,20,20,20,20,20,20,20,20,20,20
gyates,336,20,194,20,20,20,20,20,20,20,20,20,20,20
gzhang6,340,20,200,20,20,20,20,20,20,20,20,10,20,0
hadams3,338,0,175,0,0,0,10,20,20,20,0,0,0,0
hbaldwi2,340,20,188,20,20,20,20,20,20,20,20,20,20,20
hborda,340,20,188,20,20,20,20,20,20,20,20,20,20,20
hbyrne,334,20,200,20,20,20,20,20,20,20,20,20,20,20
hcheng1,330,20,190,20,20,20,20,20,20,20,20,20,20,20
hchoudhu,340,20,188,20,20,20,20,20,20,20,20,20,20,20
hchristm,325,20,194,20,20,20,20,20,20,20,20,20,20,20
hdopico,340,20,194,20,20,20,20,20,20,20,20,20,20,20
hduan,340,20,200,20,20,20,20,20,20,20,20,20,20,20
hferrero,315,20,191,20,20,20,20,20,20,20,20,20,20,20
hfertitt,320,20,200,20,20,20,20,20,20,20,20,20,20,20
hfoley,325,20,194,20,10,20,20,20,20,20,20,20,20,20
hhadi,340,20,188,20,20,20,20,20,20,20,20,20,20,20
hhalvey,325,20,188,20,20,20,20,20,20,20,20,20,20,20
hhentges,330,20,200,20,20,20,20,20,20,20,20,20,20,20
hholden,340,20,180,20,20,20,20,20,20,20,20,20,20,20
hlevinsk,320,20,188,20,20,20,20,20,20,20,20,20,0,20
hoshiro,340,20,194,20,20,20,20,20,0,20,20,20,20,20
hparkhil,340,20,188,20,20,20,20,20,20,20,20,20,20,10
hpellegr,340,10,200,20,20,20,20,20,20,20,20,20,20,20
hrague,317,20,192,20,20,20,20,20,20,20,20,18,20,20
hsarkey,340,20,200,20,20,20,20,20,20,20,20,20,20,20
hschwart,320,20,188,20,20,20,20,20,20,20,20,20,20,20
hstone3,320,0,200,20,20,0,0,0,20,20,20,20,20,20
hsun2,334,20,200,20,20,20,20,20,20,20,20,20,20,20
hthomps4,326,20,188,10,20,20,20,20,20,20,20,20,20,20
htoner,322,20,194,10,20,20,20,20,20,20,20,15,20,20
hueland,340,20,171,20,20,20,20,20,20,20,20,20,20,20
hvita,333,20,193,20,20,0,20,20,20,20,20,20,10,10
hwakelin,340,20,194,20,20,20,20,20,20,20,20,20,20,20
hwooton,340,20,188,20,20,20,20,20,20,20,20,20,20,20
hzahour,340,20,194,20,20,20,20,20,20,20,20,20,20,20
hzweberl,340,20,200,20,20,20,20,20,20,20,20,20,20,20
ibushue,320,20,194,20,20,20,20,20,20,20,10,20,20,20
icallaha,340,20,200,20,20,20,20,20,20,20,20,20,20,20
icorreia,340,20,200,20,20,20,20,20,20,20,20,20,20,20
idelgad2,320,20,190,20,15,20,20,20,20,,20,20,20,20
iedgar,340,20,186,20,20,20,20,20,20,20,20,20,20,20
ielizond,292,20,172,20,20,20,20,20,20,20,20,20,20,20
igese,340,20,200,20,20,20,20,20,20,0,20,20,20,20
igrogan,326,20,194,20,10,10,20,20,20,20,20,20,20,20
ihornung,340,20,200,20,20,20,20,20,20,20,20,20,20,20
ilickona,307,20,160,20,20,20,20,20,20,20,20,20,20,20
imarx,334,20,194,20,20,20,20,20,20,20,20,20,20,20
imckinne,320,20,188,20,20,20,10,10,20,20,20,20,20,20
imurrer,325,20,198,20,20,20,20,20,20,20,20,20,20,20
inegroro,292,20,188,20,20,20,20,20,20,20,20,0,20,20
inewman1,340,15,152,20,0,20,20,20,20,20,20,20,20,20
inordan,340,20,188,20,20,20,20,20,20,20,20,20,20,20
ioteroto,326,20,200,20,20,20,20,20,20,20,20,20,20,20
iroberts,260,10,154,20,20,20,20,20,0,20,20,20,20,20
ischmitz,326,20,188,20,20,20,20,20,20,20,20,20,20,20
ivaldess,320,20,200,20,20,20,20,20,20,20,20,20,20,20
iwan,340,20,180,20,10,20,20,20,20,20,20,10,20,20
jables,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jagosti1,340,20,195,20,20,20,20,18,20,20,20,20,0,20
jander21,326,20,200,20,20,20,20,20,20,20,20,20,20,20
jandrad2,320,20,180,20,20,20,20,20,20,20,20,20,20,20
jandrew5,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jappleby,340,20,200,10,20,20,20,20,20,20,20,20,20,0
japplew1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jarmstr2,292,10,180,20,20,20,20,20,0,0,0,20,20,20
jarndor1,311,20,188,20,20,20,20,20,0,15,20,20,20,20
jbaca1,340,20,188,20,20,20,20,20,20,20,20,20,20,0
jbailey7,329,20,188,20,20,20,0,20,20,20,17,20,20,20
jbaines,320,20,200,20,20,20,20,20,20,20,20,20,20,20
jballoun,307,20,200,20,20,20,20,20,20,20,20,20,20,20
jbecker9,326,20,200,20,20,20,20,20,20,20,20,20,20,20
jbelluc2,334,20,172,20,20,20,20,20,20,20,20,20,20,0
jberg2,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jbernin1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jbertram,311,20,180,20,20,20,20,20,20,20,20,20,20,20
jbertsch,301,20,180,20,20,20,20,20,20,20,20,20,20,20
jbettag,334,20,200,20,20,20,20,20,20,20,20,20,20,20
jbialou1,340,20,200,20,20,20,20,20,20,20,20,0,20,20
jbingha1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jboateng,325,20,188,20,20,20,20,20,20,20,20,20,20,20
jbonds,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jbordall,301,20,171,20,20,20,20,20,20,20,20,20,20,20
jbotek,326,10,188,20,20,20,10,20,20,20,20,20,20,20
jboyle8,320,20,143,20,20,20,0,20,20,20,20,20,20,20
jbrooks6,320,20,188,20,20,20,10,10,20,20,20,20,20,20
jbrown36,340,20,196,20,20,20,20,20,20,20,20,20,20,0
jbrunne1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
