student_assignment_grade,struc0,struc1,struc2,struc3
student242_Prompt5_1.0,1,2,2,10
student242_Prompt9_1.0,3,1,2,11
student242_Prompt3_1.0,0,0,0,3
student242_Prompt11_1.0,1,1,1,9
student242_Prompt8_1.0,0,2,1,7
student242_Prompt4_1.0,3,2,0,12
student242_Prompt6_1.0,0,2,0,7
student242_Integration3_0.9,7,3,8,38
student242_Prompt10_1.0,0,0,0,2
student243_Capstone_1.0,5,4,9,21
student243_Prompt8_1.0,1,1,0,6
student243_Prompt5_1.0,1,2,1,6
student243_Prompt4_1.0,0,0,1,9
student243_Prompt3_1.0,0,1,2,12
student243_Prompt11_1.0,1,2,1,6
student243_Prompt1_1.0,0,0,0,5
student243_Prompt2_1.0,0,0,0,4
student243_Integration3_0.9,3,4,5,41
student244_Capstone_1.0,10,4,11,21
student244_Prompt9_1.0,0,1,1,7
student244_Prompt5_1.0,0,2,3,20
student244_Prompt4_1.0,2,2,1,16
student244_Prompt3_1.0,0,1,0,6
student244_Prompt6_1.0,0,1,0,5
student244_Integration3_1.0,3,0,10,19
student244_Prompt10_1.0,2,5,2,13
student245_Prompt7_1.0,2,3,2,12
student245_Prompt2_1.0,1,1,2,7
student245_Prompt5_1.0,0,2,1,11
student245_Prompt9_1.0,1,3,2,12
student245_Prompt3_1.0,1,3,1,12
student245_Prompt4_1.0,5,1,7,25
student245_Prompt6_1.0,1,3,2,24
student245_Integration3_1.0,1,0,3,9
student245_Prompt10_1.0,2,2,4,10
student246_Capstone_1.0,2,1,2,7
student246_Prompt7_1.0,0,1,0,5
student246_Prompt5_1.0,1,2,3,16
student246_Prompt9_1.0,0,2,1,9
student246_Prompt3_1.0,0,0,0,2
student246_Prompt4_1.0,2,2,0,15
student246_Prompt6_1.0,2,2,2,19
student246_Integration3_1.0,0,0,2,4
student247_Capstone_1.0,2,1,6,8
student247_Prompt7_1.0,0,2,3,8
student247_Prompt2_1.0,2,0,7,17
student247_Prompt5_1.0,0,0,0,5
student247_Prompt9_1.0,2,3,4,15
student247_Prompt3_1.0,0,0,0,2
student247_Prompt4_1.0,3,3,3,12
student247_Prompt6_1.0,2,4,4,21
student247_Prompt10_1.0,0,2,4,8
student248_Capstone_1.0,0,0,0,5
student248_Prompt7_1.0,1,6,1,20
student248_Prompt5_1.0,1,3,2,25
student248_Prompt8_1.0,2,3,3,22
student248_Prompt3_1.0,0,0,0,2
student248_Prompt6_1.0,0,0,0,2
student248_Integration3_1.0,2,1,4,22
student248_Prompt10_1.0,1,6,3,20
student249_Capstone_1.0,1,1,1,8
student249_Integration3_1.0,4,2,5,29
student249_Prompt5_1.0,4,5,3,14
student249_Prompt3_1.0,0,1,1,7
student249_Prompt11_1.0,4,4,6,13
student249_Prompt2_1.0,2,3,6,23
student249_Prompt6_1.0,2,1,1,7
student249_Prompt10_1.0,0,0,0,2
student250_Prompt7_1.0,3,4,4,11
student250_Prompt5_1.0,0,0,0,2
student250_Prompt9_1.0,2,4,1,15
student250_Prompt3_1.0,0,0,0,2
student250_Prompt11_1.0,0,1,1,6
student250_Prompt6_1.0,0,0,0,2
student250_Integration3_1.0,3,4,3,29
student250_Prompt10_1.0,4,4,4,13
student251_Capstone_0.9,8,2,14,20
student251_Prompt7_1.0,0,1,2,9
student251_Prompt2_1.0,6,1,10,11
student251_Prompt9_1.0,6,5,3,15
student251_Integration3_1.0,5,11,5,32
student251_Prompt11_1.0,3,6,3,15
student251_Prompt8_1.0,3,3,3,12
student251_Prompt4_1.0,2,3,4,20
student251_Prompt6_1.0,0,2,1,9
student252_Prompt9_1.0,3,1,1,8
student252_Prompt2_0.0,5,1,8,12
student252_Prompt5_1.0,6,7,3,14
student252_Prompt7_1.0,0,1,0,10
student252_Prompt3_1.0,0,0,0,2
student252_Prompt11_1.0,2,3,0,9
student252_Prompt8_1.0,1,4,1,14
student252_Prompt4_1.0,4,5,1,8
student252_Prompt6_1.0,2,0,3,19
student252_Integration3_1.0,2,3,2,11
student252_Prompt10_1.0,2,2,2,12
student253_Capstone_1.0,4,2,7,14
student253_Prompt9_1.0,0,0,0,2
student253_Prompt3_1.0,0,0,2,8
student253_Prompt6_1.0,0,2,0,10
student254_Prompt9_1.0,6,3,5,26
student254_Prompt2_1.0,0,2,1,5
student254_Prompt5_1.0,1,3,4,18
student254_Prompt7_1.0,2,4,4,18
student254_Prompt3_1.0,0,1,3,20
student254_Prompt11_1.0,4,2,3,20
student254_Prompt8_1.0,0,1,1,13
student254_Prompt4_1.0,2,3,14,38
student254_Prompt6_1.0,1,1,4,28
student254_Integration3_1.0,5,0,8,43
student254_Prompt10_1.0,2,1,1,10
student255_Prompt8_1.0,2,0,3,13
student255_Prompt5_1.0,2,1,3,17
student255_Prompt3_1.0,2,3,2,14
student255_Prompt11_1.0,3,5,2,12
student255_Prompt2_1.0,5,4,17,31
student255_Prompt6_1.0,2,3,3,17
student255_Integration3_1.0,0,0,0,5
student255_Prompt10_1.0,1,1,3,10
student256_Capstone_1.0,3,3,4,7
student256_Prompt7_1.0,0,0,3,5
student256_Prompt2_1.0,3,2,7,22
student256_Prompt5_1.0,1,4,2,20
student256_Prompt9_1.0,1,4,1,8
student256_Integration3_1.0,1,3,1,9
student256_Prompt11_1.0,6,4,5,15
student256_Prompt8_0.0,0,1,0,4
student256_Prompt4_1.0,3,4,1,24
student256_Prompt6_1.0,1,0,0,14
student256_Prompt10_1.0,0,0,0,5
student257_Prompt9_1.0,4,7,2,15
student257_Prompt5_1.0,3,1,2,11
student257_Prompt7_1.0,2,2,3,8
student257_Prompt3_1.0,0,1,0,6
student257_Prompt11_1.0,0,0,0,1
student257_Prompt8_1.0,0,0,0,5
student257_Prompt4_1.0,3,1,1,17
student257_Prompt6_1.0,0,2,0,9
student257_Integration3_0.9,1,1,3,15
student257_Prompt10_1.0,4,3,2,8
student258_Prompt7_1.0,1,3,1,15
student258_Prompt2_1.0,0,0,0,2
student258_Prompt5_1.0,0,2,1,12
student258_Prompt9_1.0,0,2,1,11
student258_Prompt3_1.0,3,2,4,8
student258_Prompt11_0.0,1,1,2,9
student258_Prompt4_1.0,0,2,3,11
student258_Prompt6_1.0,0,1,1,10
student258_Integration3_1.0,0,1,1,15
student258_Prompt10_1.0,1,1,1,8
student259_Capstone_1.0,0,0,0,7
student259_Prompt7_1.0,0,2,2,7
student259_Prompt5_1.0,1,1,0,10
student259_Prompt9_1.0,0,2,3,10
student259_Prompt3_1.0,2,5,1,15
student259_Prompt8_1.0,1,0,1,8
student259_Prompt4_1.0,4,5,6,19
student259_Prompt10_1.0,1,1,1,8
student259_Integration3_0.9,0,1,6,14
student260_Capstone_1.0,6,3,8,23
student260_Prompt8_1.0,5,3,2,9
student260_Prompt9_1.0,4,2,1,15
student260_Integration3_1.0,2,0,0,16
student260_Prompt4_1.0,0,0,0,5
student260_Prompt6_1.0,0,0,0,5
student261_Capstone_1.0,6,5,9,19
student261_Prompt8_1.0,1,0,1,9
student261_Prompt5_1.0,1,2,2,10
student261_Prompt9_1.0,1,2,1,5
student261_Prompt3_1.0,0,0,0,2
student261_Prompt6_1.0,0,1,1,8
student261_Integration3_1.0,4,6,5,44
student261_Prompt10_1.0,3,2,5,19
student262_Capstone_1.0,5,4,9,44
student262_Prompt7_1.0,0,2,0,6
student262_Prompt2_1.0,5,2,13,37
student262_Prompt5_1.0,0,1,1,16
student262_Prompt9_1.0,0,0,0,7
student262_Prompt3_1.0,2,0,4,13
student262_Prompt8_1.0,1,0,2,17
student262_Prompt4_1.0,1,1,3,18
student262_Prompt6_1.0,0,2,3,14
student262_Integration3_1.0,2,1,3,18
student262_Prompt10_1.0,2,1,6,18
student263_Capstone_1.0,7,3,13,22
student263_Prompt7_1.0,2,2,3,16
student263_Prompt2_1.0,5,0,8,11
student263_Prompt5_1.0,0,2,1,10
student263_Prompt9_1.0,4,1,3,17
student263_Prompt11_1.0,2,1,1,12
student263_Prompt8_1.0,1,0,1,8
student263_Prompt4_1.0,1,1,2,12
student264_Prompt7_1.0,0,2,1,11
student264_Prompt2_1.0,0,0,0,5
student264_Prompt8_1.0,2,1,4,20
student264_Prompt3_1.0,0,1,1,6
student264_Prompt11_1.0,2,1,3,12
student264_Prompt4_1.0,1,6,1,16
student264_Prompt6_1.0,1,1,0,6
student264_Prompt10_1.0,2,4,1,17
student265_Capstone_1.0,1,3,4,11
student265_Prompt9_1.0,0,0,0,11
student265_Prompt5_1.0,1,4,1,13
student265_Prompt4_1.0,1,2,3,19
student265_Prompt3_1.0,0,2,2,19
student265_Prompt6_1.0,0,2,1,8
student265_Integration3_1.0,0,0,0,7
student265_Prompt10_1.0,0,2,2,12
student266_Prompt7_1.0,0,4,2,8
student266_Prompt2_1.0,1,2,7,17
student266_Prompt5_1.0,1,4,3,19
student266_Prompt8_1.0,0,0,0,5
student266_Prompt3_1.0,0,0,0,6
student266_Prompt11_1.0,2,4,2,5
student266_Prompt4_1.0,0,0,0,6
student266_Prompt6_1.0,0,0,0,2
student266_Prompt10_1.0,1,2,1,8
student267_Prompt8_1.0,1,1,1,11
student267_Prompt5_1.0,2,3,4,20
student267_Prompt9_1.0,2,4,2,19
student267_Prompt3_0.0,1,2,2,20
student267_Prompt6_1.0,2,3,3,13
student267_Integration3_1.0,4,4,11,23
student268_Prompt9_1.0,2,2,1,9
student268_Prompt7_1.0,0,2,1,8
student268_Prompt3_1.0,0,4,2,18
student268_Prompt11_1.0,2,2,2,8
student268_Prompt8_1.0,0,0,0,5
student268_Prompt2_1.0,1,2,4,11
student269_Prompt8_1.0,0,3,2,17
student269_Prompt2_1.0,0,0,13,24
student269_Prompt9_1.0,3,4,4,13
student269_Integration3_1.0,5,1,8,21
student269_Prompt11_1.0,5,1,7,17
student269_Prompt4_1.0,2,2,4,17
student269_Prompt6_1.0,0,2,0,9
student270_Capstone_1.0,2,1,3,7
student270_Prompt7_1.0,1,2,0,11
student270_Prompt2_1.0,6,1,10,27
student270_Prompt5_1.0,1,3,2,10
student270_Prompt8_1.0,1,0,1,8
student270_Prompt3_1.0,4,5,3,16
student270_Prompt11_1.0,1,2,4,17
student270_Prompt4_1.0,0,1,2,7
student270_Prompt6_1.0,1,1,2,7
student270_Integration3_0.9,1,1,8,21
student270_Prompt10_1.0,5,4,4,13
student271_Prompt3_1.0,5,9,1,24
student271_Prompt7_0.0,0,2,2,12
student271_Prompt5_1.0,0,0,5,29
student271_Prompt6_1.0,0,0,0,5
student271_Prompt4_1.0,1,1,2,8
student272_Prompt9_1.0,0,3,1,9
student272_Prompt5_1.0,0,2,1,11
student272_Prompt7_1.0,1,3,4,11
student272_Prompt3_1.0,3,3,4,17
student272_Prompt8_1.0,1,0,1,7
student272_Prompt4_1.0,3,5,8,27
student272_Prompt10_1.0,1,2,3,8
student272_Integration3_1.0,3,3,8,28
student273_Capstone_1.0,7,6,10,23
student273_Prompt7_1.0,0,2,1,11
student273_Prompt2_1.0,4,2,6,26
student273_Prompt9_1.0,0,2,1,10
student273_Prompt3_1.0,0,1,0,5
student273_Prompt8_1.0,1,0,1,9
student273_Prompt4_1.0,0,2,0,10
student273_Prompt6_1.0,5,7,1,33
student273_Integration3_1.0,1,2,9,26
student273_Prompt10_1.0,0,0,0,6
student274_Prompt7_1.0,1,3,0,7
student274_Prompt2_1.0,0,0,0,2
student274_Prompt5_1.0,3,4,1,17
student274_Prompt8_1.0,1,4,3,12
student274_Prompt3_1.0,0,1,0,3
student274_Prompt4_1.0,0,0,0,5
student274_Prompt6_1.0,0,0,1,7
student274_Integration3_0.9,5,4,8,37
student274_Prompt10_1.0,6,3,4,20
student275_Capstone_1.0,5,3,5,21
student275_Prompt7_1.0,1,2,2,11
student275_Prompt9_1.0,1,3,2,12
student275_Prompt3_1.0,4,4,2,16
student275_Prompt11_1.0,2,1,1,10
student275_Prompt6_1.0,0,2,0,7
student275_Prompt8_1.0,3,1,3,13
student275_Prompt5_1.0,2,5,2,14
student275_Prompt4_1.0,0,0,0,2
student275_Prompt2_1.0,5,2,6,13
student275_Prompt10_1.0,2,3,3,11
student275_Integration3_1.0,4,2,6,28
student276_Capstone_1.0,6,2,7,27
student276_Prompt8_1.0,2,3,1,13
student276_Prompt5_1.0,1,2,3,21
student276_Prompt9_1.0,1,2,1,11
student276_Prompt3_1.0,1,0,0,8
student276_Prompt11_1.0,2,2,1,8
student276_Prompt2_1.0,3,1,7,13
student276_Prompt6_1.0,2,2,6,15
student276_Integration3_1.0,1,1,7,15
student277_Prompt7_1.0,1,3,1,12
student277_Prompt2_1.0,0,1,1,4
student277_Prompt5_1.0,4,4,3,17
student277_Prompt8_1.0,0,1,1,8
student277_Prompt3_1.0,0,1,2,17
student277_Prompt11_1.0,0,2,1,8
student277_Prompt4_1.0,0,0,1,13
student277_Prompt10_1.0,1,1,1,17
student277_Integration3_0.9,0,0,2,13
student278_Capstone_1.0,3,1,6,12
student278_Prompt8_1.0,2,2,2,12
student278_Prompt2_1.0,2,1,8,16
student278_Prompt5_1.0,1,3,2,12
student278_Prompt9_1.0,2,2,4,18
student278_Integration3_1.0,4,0,3,25
student278_Prompt4_1.0,3,0,2,15
student278_Prompt10_1.0,1,1,2,16
student279_Capstone_1.0,3,1,8,9
student279_Prompt7_1.0,2,5,5,15
student279_Prompt5_1.0,1,2,3,10
student279_Prompt4_1.0,0,1,2,18
student279_Prompt3_1.0,1,0,3,11
student279_Prompt11_1.0,2,3,3,14
student279_Prompt2_1.0,0,1,1,6
student279_Prompt6_1.0,2,6,1,24
student279_Prompt10_1.0,2,3,2,19
student280_Capstone_1.0,5,2,11,31
student280_Prompt7_1.0,1,3,3,7
student280_Prompt2_1.0,3,2,4,8
student280_Prompt9_1.0,2,1,1,10
student280_Prompt3_1.0,2,3,5,19
student280_Prompt8_1.0,2,1,2,9
student280_Prompt4_1.0,4,2,5,15
student280_Prompt6_1.0,0,0,0,5
student281_Capstone_0.9,0,0,0,2
student281_Prompt7_1.0,2,5,0,13
student281_Prompt2_1.0,1,1,7,10
student281_Prompt5_1.0,1,1,3,9
student281_Prompt9_1.0,1,4,0,10
student281_Prompt3_1.0,0,0,0,2
student281_Prompt11_1.0,0,0,0,2
student281_Prompt4_1.0,1,3,0,10
student281_Prompt6_1.0,0,0,0,5
student281_Integration3_1.0,7,2,7,36
student282_Capstone_0.9,2,1,6,8
student282_Integration3_0.8,1,0,4,18
student282_Prompt5_1.0,0,2,1,11
student282_Prompt4_1.0,2,3,2,20
student282_Prompt3_1.0,0,2,0,6
student282_Prompt2_1.0,2,3,6,25
student282_Prompt6_1.0,0,1,0,13
student282_Prompt10_1.0,1,1,1,6
student283_Capstone_1.0,2,3,7,20
student283_Prompt7_1.0,0,0,0,6
student283_Prompt5_1.0,0,0,0,5
student283_Prompt9_1.0,2,3,4,17
student283_Prompt3_1.0,1,1,2,12
student283_Prompt11_1.0,3,7,2,15
student283_Prompt8_1.0,4,5,5,23
student283_Prompt4_1.0,3,3,5,17
student283_Prompt6_1.0,0,2,0,6
student283_Integration3_1.0,4,5,1,25
student283_Prompt10_1.0,3,2,3,7
student284_Capstone_0.9,2,1,7,20
student284_Prompt7_1.0,0,3,1,5
student284_Prompt5_1.0,1,1,1,10
student284_Prompt8_0.0,0,0,1,4
student284_Prompt3_1.0,3,2,7,21
student284_Prompt4_1.0,2,2,2,11
student284_Prompt6_0.5,0,2,0,11
student284_Integration3_0.8,1,0,0,12
student284_Prompt10_1.0,1,2,1,7
student285_Prompt9_1.0,1,2,3,9
student285_Prompt2_1.0,2,1,8,25
student285_Prompt5_1.0,1,2,0,19
student285_Prompt7_1.0,1,2,0,7
student285_Integration3_1.0,3,1,2,25
student285_Prompt8_1.0,2,0,5,14
student285_Prompt4_1.0,2,1,3,18
student285_Prompt6_1.0,2,3,0,10
student285_Prompt10_1.0,2,3,1,17
student286_Prompt7_1.0,7,5,9,42
student286_Prompt5_1.0,5,6,7,34
student286_Prompt8_1.0,3,7,5,19
student286_Prompt3_1.0,0,0,2,4
student286_Prompt2_1.0,3,2,12,35
student286_Prompt6_1.0,0,2,5,21
student286_Integration3_1.0,1,1,2,10
student286_Prompt10_1.0,4,3,5,10
student287_Capstone_0.9,4,5,4,15
student287_Prompt7_1.0,1,2,0,17
student287_Prompt9_1.0,1,0,1,17
student287_Prompt3_1.0,0,1,0,5
student287_Prompt8_1.0,1,1,1,13
student287_Prompt2_1.0,2,0,5,13
student287_Prompt6_1.0,0,1,1,10
student287_Prompt10_1.0,1,1,1,13
student288_Capstone_1.0,2,5,6,9
student288_Prompt7_1.0,1,4,1,12
student288_Prompt2_1.0,3,2,6,17
student288_Prompt5_1.0,1,3,2,10
student288_Prompt9_1.0,0,3,1,8
student288_Integration3_1.0,5,2,5,34
student288_Prompt11_1.0,2,2,1,10
student288_Prompt8_1.0,1,0,1,5
student288_Prompt4_1.0,0,1,1,10
student289_Capstone_1.0,2,1,2,9
student289_Prompt7_1.0,0,0,5,13
student289_Prompt5_1.0,1,1,2,14
student289_Prompt9_1.0,2,5,2,14
student289_Prompt3_1.0,0,2,0,6
student289_Prompt8_1.0,3,3,1,12
student289_Prompt4_1.0,0,0,0,6
student289_Integration3_1.0,2,1,6,25
student290_Capstone_1.0,0,0,0,1
student290_Prompt7_1.0,1,2,3,11
student290_Prompt5_1.0,1,3,2,12
student290_Prompt9_1.0,0,0,0,8
student290_Prompt3_1.0,0,2,0,10
student290_Prompt6_1.0,0,2,5,15
student290_Integration3_0.9,4,1,6,21
student290_Prompt10_1.0,2,2,1,6
student291_Prompt9_1.0,10,9,10,30
student291_Prompt2_1.0,5,6,9,38
student291_Prompt5_1.0,0,0,0,5
student291_Prompt7_1.0,1,6,2,15
student291_Prompt3_1.0,0,0,0,2
student291_Prompt11_1.0,7,4,12,32
student291_Prompt8_1.0,2,2,2,13
student291_Prompt4_1.0,7,10,4,19
student291_Prompt6_1.0,0,0,0,5
student291_Integration3_0.9,8,5,11,47
student291_Prompt10_1.0,0,0,0,2
student292_Capstone_1.0,4,2,4,9
student292_Prompt7_1.0,1,3,2,14
student292_Prompt5_1.0,1,2,2,16
student292_Prompt9_1.0,0,3,1,9
student292_Prompt3_1.0,3,4,0,13
student292_Prompt8_1.0,2,3,3,13
student292_Prompt4_1.0,0,2,1,7
student292_Prompt6_1.0,2,0,0,18
student292_Integration3_0.9,0,2,2,15
student292_Prompt10_1.0,3,3,4,20
student293_Capstone_1.0,3,1,4,11
student293_Prompt7_1.0,0,0,2,7
student293_Prompt2_1.0,0,0,0,2
student293_Prompt9_1.0,2,1,2,14
student293_Integration3_1.0,2,0,0,17
student293_Prompt8_1.0,4,6,4,16
student293_Prompt4_1.0,2,1,4,14
student293_Prompt6_1.0,1,1,2,7
student294_Capstone_0.9,2,1,2,9
student294_Prompt8_1.0,1,2,1,6
student294_Prompt5_1.0,1,3,0,10
student294_Prompt4_1.0,1,1,0,11
student294_Integration3_0.9,6,5,9,26
student294_Prompt2_1.0,2,0,5,13
student294_Prompt6_1.0,0,2,0,6
student294_Prompt10_1.0,1,2,1,5
student295_Prompt9_1.0,1,2,3,13
student295_Prompt2_1.0,1,0,5,11
student295_Prompt5_1.0,1,2,1,15
student295_Prompt7_1.0,0,0,0,2
student295_Prompt3_1.0,3,1,5,26
student295_Prompt11_1.0,0,0,0,4
student295_Prompt8_1.0,0,0,2,4
student295_Prompt4_1.0,1,2,5,10
student295_Prompt6_1.0,0,2,1,9
student295_Integration3_0.9,2,0,1,19
student295_Prompt10_0.0,1,2,3,7
student296_Capstone_1.0,5,7,17,30
student296_Prompt7_1.0,1,3,1,7
student296_Prompt2_1.0,2,1,7,8
student296_Prompt5_1.0,1,4,4,14
student296_Prompt9_1.0,1,3,0,13
student296_Prompt3_1.0,0,1,0,6
student296_Prompt4_1.0,2,1,1,12
student296_Prompt6_1.0,3,3,9,23
student296_Integration3_0.9,0,0,2,4
student297_Capstone_1.0,3,1,10,16
student297_Prompt8_1.0,1,2,3,11
student297_Prompt5_1.0,1,2,1,12
student297_Prompt9_1.0,0,2,3,10
student297_Prompt3_1.0,1,3,1,7
student297_Prompt11_1.0,2,2,3,8
student297_Prompt2_1.0,3,2,7,15
student297_Prompt6_1.0,1,1,2,7
student297_Integration3_1.0,0,0,3,13
student298_Capstone_0.9,2,1,4,5
student298_Prompt7_1.0,1,6,1,19
student298_Prompt9_1.0,1,3,6,14
student298_Prompt3_1.0,2,2,1,13
student298_Prompt8_1.0,0,1,3,8
student298_Prompt2_1.0,1,1,3,14
student298_Prompt6_1.0,0,0,2,6
student298_Integration3_0.9,0,0,0,2
student298_Prompt10_1.0,0,0,3,13
student299_Capstone_1.0,2,0,5,11
student299_Prompt9_1.0,2,1,1,8
student299_Prompt6_1.0,4,12,3,55
student299_Integration3_1.0,1,0,3,9
student299_Prompt10_1.0,0,0,0,2
student300_Capstone_0.0,2,1,2,8
student300_Prompt7_1.0,0,3,1,10
student300_Prompt9_1.0,0,0,0,6
student300_Prompt3_1.0,1,2,2,16
student300_Prompt11_1.0,1,0,0,4
student300_Prompt8_1.0,1,1,1,6
student300_Prompt6_1.0,2,2,0,23
student300_Prompt10_1.0,3,3,1,12
student301_Capstone_1.0,3,3,12,22
student301_Prompt7_1.0,0,2,2,7
student301_Prompt2_1.0,4,2,10,15
student301_Prompt5_1.0,1,1,2,9
student301_Prompt9_1.0,2,4,1,11
student301_Prompt3_1.0,0,0,0,2
student301_Prompt8_1.0,1,1,1,10
student301_Prompt4_1.0,2,5,1,17
student301_Prompt6_1.0,0,1,0,5
student301_Integration3_1.0,2,1,4,24
student301_Prompt10_1.0,1,1,3,6
student302_Capstone_1.0,5,4,9,19
student302_Prompt7_1.0,2,1,1,10
student302_Prompt2_1.0,5,4,9,24
student302_Prompt5_1.0,1,2,0,9
student302_Prompt9_1.0,2,4,3,10
student302_Prompt3_1.0,0,1,1,7
student302_Prompt8_1.0,2,0,2,10
student302_Prompt4_1.0,3,2,3,12
student302_Prompt6_1.0,1,2,1,6
student302_Integration3_1.0,3,2,1,15
student302_Prompt10_1.0,5,5,4,13
student303_Capstone_1.0,5,6,5,18
student303_Prompt7_1.0,1,5,1,12
student303_Prompt2_1.0,3,1,5,14
student303_Prompt5_1.0,2,4,1,15
student303_Prompt8_1.0,1,0,3,8
student303_Prompt3_1.0,0,1,0,5
student303_Prompt11_1.0,0,0,0,5
student303_Prompt4_1.0,0,0,2,5
student303_Prompt6_1.0,0,0,0,3
student303_Integration3_1.0,1,1,6,25
student303_Prompt10_1.0,1,1,1,7
student304_Prompt9_1.0,1,6,1,14
student304_Prompt2_1.0,3,1,7,17
student304_Prompt5_1.0,4,4,1,23
student304_Prompt7_1.0,1,5,1,11
student304_Prompt3_1.0,2,1,4,12
student304_Prompt8_1.0,1,5,3,14
student304_Prompt4_1.0,0,0,0,5
student304_Prompt6_1.0,0,0,0,5
student304_Integration3_0.9,1,0,0,16
student304_Prompt10_1.0,1,1,1,7
student305_Prompt9_1.0,2,1,1,7
student305_Prompt5_1.0,1,1,1,11
student305_Prompt7_1.0,1,3,3,25
student305_Prompt3_1.0,1,3,1,11
student305_Prompt8_1.0,2,1,7,25
student305_Prompt2_1.0,1,1,2,15
student305_Prompt10_1.0,0,0,1,15
student305_Integration3_1.0,1,0,0,14
student306_Capstone_1.0,5,2,7,15
student306_Prompt7_1.0,0,2,1,6
student306_Prompt2_1.0,1,0,8,21
student306_Prompt5_1.0,0,2,1,11
student306_Prompt8_1.0,1,0,1,11
student306_Prompt3_1.0,1,3,1,7
student306_Prompt11_1.0,3,1,4,15
student306_Prompt4_1.0,0,1,4,17
student306_Prompt6_1.0,0,2,1,12
student306_Integration3_0.9,3,2,3,16
student306_Prompt10_1.0,1,1,1,8
student307_Capstone_0.9,3,4,8,11
student307_Prompt7_1.0,0,2,2,10
student307_Prompt9_1.0,1,1,2,9
student307_Prompt11_1.0,5,1,5,12
student307_Prompt8_1.0,1,4,3,13
student307_Prompt4_1.0,0,0,0,3
student308_Capstone_1.0,1,3,0,5
student308_Prompt7_1.0,2,3,1,13
student308_Prompt9_1.0,1,2,4,7
student308_Prompt3_1.0,0,0,0,4
student308_Prompt11_1.0,1,1,2,5
student308_Prompt8_1.0,4,6,4,20
student308_Prompt2_1.0,0,0,1,10
student308_Prompt6_1.0,0,0,0,2
student308_Integration3_0.9,1,2,3,15
student308_Prompt10_1.0,2,4,2,10
student309_Capstone_1.0,1,0,6,11
student309_Prompt7_1.0,0,2,1,9
student309_Prompt5_1.0,0,2,1,8
student309_Prompt9_1.0,1,3,1,16
student309_Prompt3_1.0,2,1,2,10
student309_Prompt11_1.0,0,2,1,9
student309_Prompt2_1.0,0,1,0,6
student309_Prompt6_1.0,0,2,0,10
student309_Integration3_1.0,1,0,0,13
student309_Prompt10_1.0,1,1,3,6
student310_Capstone_1.0,0,0,0,10
student310_Prompt7_1.0,2,3,2,10
student310_Prompt2_1.0,4,1,10,46
student310_Prompt5_1.0,0,4,4,19
student310_Prompt9_1.0,2,1,2,19
student310_Prompt3_1.0,2,2,0,12
student310_Prompt8_1.0,3,1,3,19
student310_Prompt4_1.0,2,1,1,12
student310_Prompt6_1.0,3,5,6,23
student310_Integration3_1.0,9,1,10,24
student310_Prompt10_1.0,1,1,1,8
student311_Capstone_1.0,2,1,2,8
student311_Prompt7_1.0,1,4,0,14
student311_Prompt5_1.0,1,2,0,9
student311_Prompt9_1.0,0,0,0,5
student311_Integration3_1.0,2,0,4,20
student311_Prompt11_1.0,3,2,2,8
student311_Prompt1_1.0,0,0,0,3
student311_Prompt2_1.0,3,2,9,22
student311_Prompt6_1.0,0,1,0,5
student311_Prompt10_1.0,0,0,0,2
student312_Capstone_1.0,2,1,2,9
student312_Prompt7_1.0,3,6,4,18
student312_Prompt5_1.0,2,2,0,16
student312_Prompt9_1.0,2,2,2,11
student312_Prompt3_1.0,0,1,0,9
student312_Prompt2_1.0,3,3,9,18
student312_Prompt6_1.0,3,6,4,33
student312_Integration3_1.0,1,3,0,8
student312_Prompt10_1.0,2,4,1,11
student313_Capstone_1.0,0,0,0,4
student313_Prompt7_1.0,2,5,3,17
student313_Prompt5_1.0,5,5,3,18
student313_Prompt9_1.0,3,2,4,14
student313_Prompt3_1.0,0,3,2,11
student313_Prompt11_1.0,1,1,1,4
student313_Prompt2_1.0,2,0,5,13
student313_Prompt6_1.0,6,1,7,28
student313_Integration3_1.0,0,0,0,3
student313_Prompt10_1.0,1,4,3,13
student314_Capstone_1.0,0,0,2,1
student314_Prompt7_1.0,0,0,1,6
student314_Prompt2_1.0,3,2,6,15
student314_Prompt5_1.0,2,3,2,11
student314_Prompt9_1.0,1,0,4,9
student314_Prompt3_1.0,0,1,0,5
student314_Prompt11_1.0,3,4,5,11
student314_Prompt4_1.0,1,2,2,10
student314_Prompt6_1.0,3,1,0,27
student314_Integration3_1.0,0,3,3,15
student314_Prompt10_1.0,2,4,1,9
student315_Prompt8_1.0,1,3,0,8
student315_Prompt2_1.0,0,0,0,4
student315_Prompt5_1.0,1,1,5,20
student315_Prompt9_1.0,2,1,3,15
student315_Prompt3_1.0,0,2,6,17
student315_Prompt4_1.0,0,0,0,2
student315_Prompt10_1.0,0,0,0,2
student315_Integration3_0.9,1,0,0,11
student316_Prompt9_1.0,0,1,1,7
student316_Prompt7_1.0,0,2,2,9
student316_Prompt3_1.0,1,0,0,8
student316_Prompt11_1.0,0,4,2,12
student316_Prompt8_1.0,1,1,2,10
student316_Prompt2_1.0,4,4,5,13
student316_Prompt6_1.0,0,1,3,9
student317_Capstone_1.0,4,1,16,23
student317_Prompt7_1.0,1,5,1,11
student317_Prompt2_1.0,4,0,4,10
student317_Prompt5_1.0,1,2,0,9
student317_Prompt9_1.0,0,2,1,8
student317_Integration3_1.0,1,0,2,21
