student_assignment_grade,struc0,struc1,struc10,struc11,struc12,struc13,struc14,struc15,struc2,struc3,struc4,struc5,struc6,struc7,struc8,struc9
student481_Prompt7_1.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4
student481_Integration3_0.9,4,0,0,0,0,0,0,1,3,0,0,3,0,0,0,7
student482_Capstone_1.0,2,0,0,0,0,5,0,4,0,4,1,1,0,0,0,7
student482_ePortfolio_Link_1.0,2,0,0,0,0,0,0,2,4,0,0,2,2,0,0,8
student482_Prompt5_1.0,0,0,0,0,0,0,4,1,0,0,0,0,3,0,0,7
student482_Prompt6_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
student482_Prompt10_1.0,1,0,0,0,0,1,0,0,0,0,0,7,0,0,0,3
student482_Prompt9_1.0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,6
student482_Prompt2_1.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student482_Prompt3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student482_Prompt4_1.0,2,0,0,0,0,0,0,0,0,0,0,3,7,0,0,4
student482_Prompt8_1.0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,2
student482_Prompt7_1.0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2
student482_Integration3_1.0,1,0,4,0,0,0,0,2,0,0,0,0,0,0,0,5
student483_Capstone_1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
student483_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
student483_Prompt5_1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
student483_Prompt6_1.0,1,0,0,0,0,0,0,2,0,4,0,0,0,0,0,14
student483_Prompt10_1.0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3
student483_Prompt9_1.0,0,0,0,0,0,3,0,2,0,0,1,2,0,0,0,8
student483_Prompt2_1.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8
student483_Prompt3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5
student483_Prompt4_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student483_Prompt8_1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4
student483_Prompt11_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
student483_Prompt7_1.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
student483_Integration3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student484_Capstone_1.0,1,1,1,0,0,0,0,3,0,1,3,4,3,5,0,8
student484_ePortfolio_Link_1.0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,2
student484_Prompt5_1.0,0,0,9,1,0,0,0,0,0,0,0,1,0,0,0,2
student484_Prompt6_1.0,6,0,1,0,0,0,0,4,0,0,0,2,3,0,0,12
student484_Prompt10_1.0,1,0,0,0,0,7,0,0,0,0,0,2,0,0,0,2
student484_Prompt9_1.0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1
student484_Prompt3_1.0,0,0,0,0,0,0,6,0,0,0,0,1,3,0,0,2
student484_Prompt4_1.0,2,0,0,0,0,0,3,0,2,0,0,0,1,0,0,4
student484_Prompt8_1.0,0,0,0,4,0,0,0,1,0,1,1,1,1,0,8,5
student484_Prompt11_1.0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,4
student484_Prompt7_1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,4
student484_Integration3_0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student485_Capstone_1.0,1,0,2,0,0,0,0,0,0,4,1,3,0,6,0,5
student485_ePortfolio_Link_1.0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3
student485_Prompt5_1.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
student485_Prompt6_1.0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5
student485_Prompt10_1.0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,3
student485_Prompt9_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
student485_Prompt2_0.5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7
student485_Prompt3_1.0,2,2,0,0,0,0,0,0,0,0,0,2,4,0,0,6
student485_Prompt4_1.0,2,0,0,0,0,0,5,2,0,0,0,2,1,0,0,6
student485_Prompt8_1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,7
student485_Prompt11_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11
student485_Prompt7_1.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4
student485_Integration3_1.0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,6
student486_Capstone_0.9,1,1,0,0,0,0,0,2,0,3,1,0,1,0,0,10
student486_ePortfolio_Link_1.0,0,3,0,0,0,0,0,2,6,0,0,0,0,1,0,15
student486_Prompt5_1.0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2
student486_Prompt6_1.0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,3
student486_Prompt10_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student486_Prompt9_1.0,1,0,0,0,0,2,0,1,0,0,1,6,0,2,0,7
student486_Prompt2_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student486_Prompt3_1.0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,10
student486_Prompt4_0.5,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,5
student486_Prompt8_1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3
student486_Prompt11_1.0,0,0,0,0,0,3,0,2,0,0,0,0,0,4,0,8
student486_Prompt7_1.0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,7
student486_Integration3_1.0,4,0,0,0,0,0,0,3,0,0,0,2,2,0,0,10
student487_Capstone_1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
student487_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,4
student487_Prompt5_1.0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,6
student487_Prompt6_1.0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1
student487_Prompt10_1.0,0,0,0,0,0,4,0,5,0,0,0,0,2,0,0,8
student487_Prompt9_1.0,0,0,0,0,0,0,0,2,0,0,0,5,2,0,0,5
student487_Prompt2_1.0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,5
student487_Prompt3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student487_Prompt4_1.0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,2
student487_Prompt8_1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1
student487_Prompt11_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
student487_Prompt7_1.0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,3
student487_Integration3_1.0,3,0,0,0,0,0,0,3,0,0,0,1,4,0,0,8
student488_Capstone_0.9,2,0,0,0,0,0,0,2,0,0,2,2,0,1,0,7
student488_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
student488_Prompt5_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student488_Prompt6_1.0,1,0,5,0,0,0,0,2,0,3,0,0,0,0,0,8
student488_Prompt10_1.0,2,0,0,0,0,4,0,2,0,0,0,0,0,0,0,11
student488_Prompt9_1.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4
student488_Prompt2_1.0,2,4,0,0,0,0,0,0,2,0,0,2,0,0,0,15
student488_Prompt3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
student488_Prompt4_1.0,2,0,0,0,0,0,5,1,0,0,0,2,1,0,0,8
student488_Prompt8_1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4
student488_Prompt11_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9
student488_Prompt7_1.0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,4
student489_Capstone_1.0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,5
student489_ePortfolio_Link_1.0,2,0,0,0,0,0,0,0,0,0,0,2,6,0,0,3
student489_Prompt5_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student489_Prompt6_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student489_Prompt10_0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student489_Prompt9_0.9,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4
student489_Prompt2_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student489_Prompt3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student489_Prompt4_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
student489_Prompt8_0.8,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1
student489_Prompt11_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
student489_Prompt7_1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
student489_Integration3_0.9,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,6
student490_Capstone_1.0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,2,3
student490_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
student490_Prompt5_1.0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,2
student490_Prompt6_1.0,1,0,2,0,0,0,0,3,0,3,0,0,0,0,0,9
student490_Prompt10_1.0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,3
student490_Prompt9_1.0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,6
student490_Prompt2_1.0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,11
student490_Prompt3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3
student490_Prompt4_1.0,0,0,0,0,0,0,3,0,0,0,0,1,4,0,0,2
student490_Prompt8_1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3
student490_Prompt11_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student490_Prompt7_1.0,3,0,0,0,4,0,0,3,0,0,0,2,0,0,0,5
student490_Integration3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student491_Capstone_1.0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,7
student491_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student491_Prompt5_1.0,0,0,0,1,4,0,0,1,0,4,0,0,0,0,0,5
student491_Prompt6_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student491_Prompt10_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student491_Prompt9_1.0,2,0,0,0,0,1,0,2,0,0,0,4,0,3,0,9
student491_Prompt2_1.0,2,2,5,0,0,0,4,4,6,0,0,3,12,0,0,17
student491_Prompt3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student491_Prompt4_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student491_Prompt8_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
student491_Prompt11_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student491_Prompt7_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student491_Integration3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student492_Capstone_0.6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4
student492_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
student492_Prompt3_1.0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2
student492_Prompt1_0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
student492_Prompt6_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student492_Prompt5_0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
student492_Prompt10_1.0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,11
student492_Prompt4_1.0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,9
student492_Prompt8_1.0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,2
student492_Prompt7_1.0,4,0,0,0,0,0,0,3,0,1,0,2,0,0,0,8
student492_Integration3_0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student493_Capstone_1.0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,15
student493_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student493_Prompt5_1.0,2,0,6,0,0,0,4,1,0,0,0,2,1,0,0,5
student493_Prompt6_1.0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,4
student493_Prompt10_1.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
student493_Prompt9_1.0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,7
student493_Prompt2_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student493_Prompt3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
student493_Prompt4_1.0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,4
student493_Prompt8_1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,8
student493_Prompt7_1.0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,8
student493_Integration3_0.9,2,2,2,0,0,0,2,4,0,0,0,0,6,0,0,11
student494_Capstone_0.9,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,7
student494_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
student494_Prompt5_1.0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,15
student494_Prompt6_1.0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,9
student494_Prompt10_1.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
student494_Prompt9_1.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,20
student494_Prompt2_1.0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,15
student494_Prompt3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9
student494_Prompt4_1.0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,10
student494_Prompt8_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student494_Prompt11_1.0,0,0,0,0,0,0,0,1,0,0,2,0,0,5,0,14
student494_Prompt7_1.0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,16
student494_Integration3_0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student495_Capstone_1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
student495_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student495_Prompt5_1.0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4
student495_Prompt6_0.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4
student495_Prompt10_1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5
student495_Prompt9_1.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9
student495_Prompt2_1.0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8
student495_Prompt3_1.0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,5
student495_Prompt4_1.0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,3
student495_Prompt8_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
student495_Prompt7_1.0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,9
student495_Integration3_0.9,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
student496_Capstone_1.0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3
student496_ePortfolio_Link_1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
student496_Prompt5_1.0,0,0,0,0,0,0,6,1,0,0,0,1,3,0,0,3
student496_Prompt6_1.0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,2
student496_Prompt10_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student496_Prompt9_1.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2
student496_Prompt2_1.0,0,2,0,0,0,0,0,0,8,0,0,1,0,0,0,9
student496_Prompt3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student496_Prompt4_1.0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,2
student496_Prompt8_1.0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,5,7
student496_Prompt11_1.0,1,0,0,0,0,2,0,2,0,0,0,1,0,8,0,10
student496_Prompt7_1.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
student496_Integration3_1.0,1,0,8,0,0,0,0,2,0,0,0,0,1,0,0,6
student497_Capstone_0.9,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3
student497_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student497_Prompt5_1.0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,4
student497_Prompt6_1.0,2,5,3,0,0,0,0,1,4,0,0,1,1,0,0,9
student497_Prompt10_1.0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,5
student497_Prompt9_1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3
student497_Prompt2_1.0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10
student497_Prompt3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student497_Prompt4_1.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5
student497_Prompt8_1.0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,6
student497_Prompt11_1.0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,3
student497_Prompt7_1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8
student497_Integration3_0.9,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2
student498_Capstone_1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
student498_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
student498_Prompt5_1.0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1
student498_Prompt6_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student498_Prompt10_1.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
student498_Prompt9_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student498_Prompt2_1.0,2,5,0,0,0,0,0,0,4,0,0,2,0,0,0,7
student498_Prompt3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student498_Prompt4_1.0,0,0,0,0,0,0,5,1,0,0,0,0,3,0,0,4
student498_Prompt8_1.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4
student498_Prompt11_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2
student498_Prompt7_1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2
student498_Integration3_1.0,2,1,4,0,0,0,0,1,2,0,0,2,1,0,0,4
student499_Prompt2_1.0,2,0,0,0,0,0,0,0,6,0,0,2,0,0,0,12
student499_Capstone_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student499_ePortfolio_Link_0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student499_Prompt8_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student499_Prompt6_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student499_Prompt5_1.0,2,0,2,0,0,0,4,3,0,0,0,2,3,0,0,15
student499_Prompt4_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student499_Prompt3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
student499_Prompt7_1.0,1,0,0,1,8,0,0,0,0,0,0,1,1,0,0,6
student499_Prompt9_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student499_Integration3_1.0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5
student500_Capstone_1.0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,5
student500_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
student500_Prompt5_1.0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,3
student500_Prompt6_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
student500_Prompt10_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student500_Prompt9_1.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7
student500_Prompt2_1.0,0,5,0,0,0,0,0,0,3,0,0,0,1,0,0,10
student500_Prompt3_1.0,2,0,0,0,0,0,0,0,0,0,0,2,4,0,0,3
student500_Prompt4_1.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,5
student500_Prompt8_0.8,0,0,0,3,1,0,0,2,0,0,0,0,0,0,1,7
student500_Prompt7_1.0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,10
student500_Integration3_1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
student501_Capstone_0.9,0,0,0,0,0,2,0,1,0,0,1,0,1,5,0,8
student501_ePortfolio_Link_0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
student501_Prompt5_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student501_Prompt6_0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student501_Prompt10_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student501_Prompt9_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
student501_Prompt2_1.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5
student501_Prompt3_1.0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,4
student501_Prompt4_1.0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4
student501_Prompt8_1.0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,9
student501_Prompt11_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student501_Prompt7_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student501_Integration3_0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student502_Capstone_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student502_ePortfolio_Link_1.0,0,4,0,0,0,0,0,0,1,0,0,0,3,0,0,4
student502_Prompt5_1.0,0,0,6,0,0,0,2,1,0,0,0,0,0,0,0,3
student502_Prompt6_1.0,1,0,3,0,0,0,4,2,0,3,0,0,3,0,0,9
student502_Prompt10_1.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2
student502_Prompt9_1.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2
student502_Prompt2_1.0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6
student502_Prompt3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student502_Prompt4_1.0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
student502_Prompt8_1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2
student502_Prompt7_1.0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,5
student502_Integration3_1.0,2,2,0,0,0,0,0,2,2,0,0,1,1,0,0,6
student503_Capstone_1.0,0,0,2,0,0,0,4,2,2,3,3,1,2,0,4,11
student503_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student503_Prompt5_1.0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,4
student503_Prompt6_1.0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2
student503_Prompt10_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student503_Prompt9_1.0,0,0,0,0,0,7,0,2,0,0,2,7,0,5,0,5
student503_Prompt2_1.0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,14
student503_Prompt3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
student503_Prompt4_1.0,0,0,0,0,0,0,7,0,2,0,0,1,2,0,0,6
student503_Prompt8_1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,3
student503_Prompt11_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student503_Prompt7_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student503_Integration3_1.0,7,0,1,0,8,0,0,7,3,0,0,3,2,0,0,19
student504_Capstone_1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
student504_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,4
student504_Prompt5_1.0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4
student504_Prompt6_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
student504_Prompt10_1.0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,2
student504_Prompt9_1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2
student504_Prompt2_1.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5
student504_Prompt3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student504_Prompt4_1.0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
student504_Prompt8_1.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4
student504_Prompt11_1.0,0,0,0,0,0,1,0,1,0,0,0,4,0,3,0,4
student504_Prompt7_1.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
student504_Integration3_1.0,2,4,3,1,0,0,0,3,0,0,0,2,8,0,0,6
student505_Capstone_0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
student505_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6
student505_Prompt5_1.0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2
student505_Prompt6_1.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
student505_Prompt10_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
student505_Prompt9_1.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7
student505_Prompt2_1.0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,5
student505_Prompt3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student505_Prompt4_1.0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,4
student505_Prompt8_1.0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,3,5
student505_Prompt7_1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4,2
student505_Integration3_0.9,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6
student506_Capstone_1.0,0,0,0,0,0,1,0,1,2,0,1,0,2,6,0,8
student506_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8
student506_Prompt5_1.0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3
student506_Prompt6_1.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
student506_Prompt10_1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
student506_Prompt9_1.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3
