student_assignment_grade,struc0,struc1,struc10,struc11,struc12,struc13,struc2,struc3,struc4,struc5,struc6,struc7,struc8,struc9
student233_Prompt8_1.0,1,1,1,1,0,1,0,1,0,1,0,0,0,1
student233_Integration3_0.9,8,5,4,2,0,0,1,0,2,2,3,0,0,1
student233_Prompt7_1.0,4,1,4,0,1,1,0,0,0,1,2,0,0,1
student233_Prompt2_1.0,3,0,2,1,0,1,1,1,0,1,1,0,1,0
student234_Prompt9_1.0,3,1,1,0,0,0,0,0,0,1,0,0,0,0
student234_Prompt4_1.0,3,4,5,1,0,0,0,0,2,2,0,0,0,0
student234_Prompt10_1.0,4,5,5,1,0,0,0,0,0,3,2,0,1,0
student234_Prompt8_1.0,3,1,3,2,0,0,0,1,0,1,0,0,0,0
student234_Prompt3_1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student234_Integration3_1.0,3,4,3,0,1,1,1,0,0,1,1,0,0,1
student234_Prompt7_1.0,5,5,4,0,2,0,1,0,1,2,3,0,0,0
student234_Prompt6_1.0,6,6,5,0,0,0,1,1,0,2,1,0,0,1
student234_Prompt5_1.0,4,3,2,0,0,0,0,1,1,1,1,0,0,1
student234_Capstone_1.0,5,1,3,0,0,0,1,0,0,0,0,1,1,0
student234_Prompt11_1.0,10,7,10,3,0,1,2,0,0,2,4,1,5,1
student234_Prompt2_1.0,4,1,3,3,0,0,1,2,0,2,1,0,0,0
student235_Prompt9_1.0,4,1,4,2,0,0,0,1,0,1,0,0,0,0
student235_Prompt6_1.0,3,1,1,0,0,0,0,0,0,1,0,0,0,0
student235_Prompt4_1.0,6,4,5,1,0,0,0,0,0,1,1,0,0,0
student235_Prompt10_1.0,3,4,4,0,0,0,0,0,0,2,2,0,0,0
student235_Prompt5_1.0,4,1,2,0,0,0,0,0,2,1,0,0,0,1
student235_Prompt8_1.0,3,3,2,1,1,0,0,0,0,2,2,1,0,0
student235_Integration3_0.9,6,4,2,0,0,0,1,0,0,3,3,0,1,1
student235_Prompt11_1.0,4,2,2,0,0,0,0,0,0,1,1,0,1,0
student235_Prompt7_1.0,7,4,3,0,0,0,1,0,0,1,1,0,0,0
student235_Prompt2_1.0,9,1,6,5,1,0,0,1,0,1,2,0,0,0
student236_Prompt9_1.0,4,1,1,0,0,1,0,0,0,1,0,0,0,1
student236_Prompt3_1.0,1,1,3,0,0,0,0,0,0,1,0,0,0,0
student236_Capstone_1.0,11,9,12,5,1,1,0,0,0,0,4,0,1,1
student236_Prompt10_1.0,5,3,3,0,0,2,0,0,0,2,1,1,2,1
student236_Prompt5_1.0,7,10,5,0,0,0,2,1,2,2,3,1,3,2
student236_Prompt6_1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student236_Prompt8_1.0,9,6,13,4,1,2,0,2,1,1,4,2,2,2
student236_Integration3_1.0,9,7,6,0,1,0,2,1,0,3,4,2,0,0
student237_Prompt9_1.0,5,3,7,2,0,1,0,1,0,2,2,0,0,0
student237_Prompt3_1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student237_Prompt4_1.0,3,4,5,1,0,0,0,0,2,2,0,0,0,0
student237_Prompt10_1.0,2,2,2,1,0,0,0,0,0,2,0,0,1,0
student237_Prompt5_1.0,3,5,1,0,0,1,0,0,0,1,1,0,0,2
student237_Capstone_0.9,2,4,5,1,0,0,0,0,0,0,2,0,2,0
student237_Prompt8_1.0,4,2,3,0,1,0,0,0,0,2,2,0,0,0
student237_Integration3_1.0,8,1,4,2,1,0,3,2,0,3,0,0,0,0
student237_Prompt11_1.0,4,1,5,1,0,0,0,0,0,1,2,1,0,0
student237_Prompt7_1.0,2,1,1,0,0,0,0,0,0,1,0,0,0,0
student237_Prompt2_1.0,8,5,10,3,1,1,2,2,1,1,1,0,0,0
student238_Prompt9_1.0,9,10,9,2,0,0,1,0,0,2,3,0,1,0
student238_Prompt4_1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student238_Prompt10_1.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
student238_Prompt5_1.0,4,2,5,1,1,1,1,0,0,1,2,0,0,2
student238_Capstone_1.0,7,2,8,0,0,0,0,0,0,0,2,2,0,0
student238_Prompt8_1.0,3,1,2,1,0,1,0,1,0,1,2,0,1,1
student238_Integration3_1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student238_Prompt11_1.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
student238_Prompt2_1.0,12,14,14,5,0,3,2,5,0,3,8,1,5,2
student239_Prompt9_1.0,2,3,2,0,1,1,0,0,0,1,2,0,0,1
student239_Prompt4_1.0,7,3,4,0,0,1,1,1,2,1,0,0,1,1
student239_Prompt10_1.0,4,0,0,0,0,2,0,0,0,3,0,0,0,1
student239_Prompt5_1.0,3,6,2,0,1,2,1,0,0,1,1,1,1,5
student239_Capstone_1.0,6,3,7,0,0,1,0,0,0,0,1,2,1,1
student239_Prompt3_1.0,3,3,6,0,0,1,0,0,0,1,0,1,1,1
student239_Integration3_1.0,4,2,6,3,0,0,3,0,2,3,3,0,0,0
student239_Prompt2_1.0,7,1,3,2,0,2,1,2,0,1,2,0,1,0
student240_Prompt3_1.0,6,1,6,1,0,0,0,0,0,1,2,0,0,0
student240_Prompt4_1.0,3,2,3,0,0,0,0,0,2,1,0,0,0,0
student240_Prompt10_1.0,1,1,1,1,0,0,0,0,0,2,0,0,1,0
student240_Prompt5_1.0,2,5,1,0,0,0,0,1,0,1,1,0,0,1
student240_Prompt6_1.0,4,5,5,0,0,0,1,0,0,1,1,0,0,0
student240_Prompt8_1.0,5,1,9,5,0,0,1,2,0,1,1,0,0,0
student240_Integration3_1.0,10,12,14,2,0,0,2,2,0,4,9,0,1,2
student240_Prompt7_1.0,4,1,1,1,1,0,0,0,1,3,4,0,0,0
student240_Prompt2_1.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0
student241_Prompt9_1.0,8,9,7,0,0,0,0,0,0,3,2,0,0,0
student241_Prompt6_1.0,6,6,3,1,0,1,3,0,0,1,1,0,0,0
student241_Prompt4_1.0,3,2,2,0,0,1,0,0,1,1,0,0,0,1
student241_Prompt10_1.0,2,2,3,2,0,0,0,0,0,4,0,0,1,0
student241_Prompt5_1.0,5,4,0,0,0,1,0,0,0,1,1,0,0,2
student241_Capstone_1.0,5,1,5,0,0,0,0,0,0,0,3,1,0,0
student241_Prompt3_1.0,2,0,1,1,0,0,0,0,0,1,1,0,0,0
student241_Integration3_1.0,4,0,3,1,0,0,1,0,0,2,1,0,0,0
student241_Prompt11_1.0,6,4,5,2,0,0,3,0,0,1,1,0,2,0
student241_Prompt7_1.0,6,3,3,0,1,1,0,1,0,1,3,1,0,1
student241_Prompt2_1.0,9,3,5,3,1,2,3,2,0,1,1,1,1,1
student242_Prompt3_1.0,3,1,4,1,0,0,0,0,0,1,0,0,0,0
student242_Prompt4_1.0,7,3,6,0,0,0,1,2,4,1,0,0,1,1
student242_Prompt10_1.0,8,3,6,0,0,1,1,0,0,3,5,0,2,1
student242_Capstone_0.9,7,3,9,0,0,0,0,0,0,0,2,2,0,0
student242_Prompt6_1.0,4,2,3,0,0,1,1,0,0,1,2,0,1,0
student242_Prompt8_1.0,1,0,3,4,0,0,0,1,0,1,1,0,0,0
student242_Integration3_1.0,11,7,5,0,0,0,3,2,0,4,1,2,0,0
student242_Prompt11_1.0,1,2,3,0,0,1,2,1,0,1,2,0,1,1
student242_Prompt7_1.0,2,0,0,0,1,1,1,0,1,2,2,0,1,0
student242_Prompt2_1.0,4,2,11,3,0,2,2,2,0,3,2,0,0,0
student243_Prompt9_1.0,4,4,4,0,1,1,0,0,0,1,2,0,0,1
student243_Prompt4_1.0,4,4,3,0,0,1,1,0,2,1,1,0,2,1
student243_Prompt10_1.0,2,2,2,1,0,1,0,0,0,3,0,0,1,1
student243_Prompt5_1.0,4,7,3,1,1,1,0,1,0,1,3,1,1,2
student243_Prompt3_1.0,5,4,6,0,0,1,0,0,0,1,1,1,1,1
student243_Integration3_1.0,9,8,6,2,0,0,1,1,1,3,2,1,0,2
student243_Prompt2_1.0,4,3,5,2,0,0,1,0,0,2,1,0,0,0
student244_Prompt9_1.0,8,5,5,0,0,0,0,0,0,3,3,1,0,0
student244_Prompt6_1.0,3,3,3,1,0,1,1,0,0,1,0,0,0,2
student244_Prompt4_1.0,5,2,3,0,0,0,0,0,1,1,0,0,1,0
student244_Prompt10_1.0,6,0,3,1,0,3,0,0,0,2,1,0,2,1
student244_Prompt5_1.0,7,5,4,0,0,1,1,1,1,2,1,2,1,3
student244_Capstone_1.0,6,4,4,0,0,0,0,0,0,0,3,0,0,0
student244_Prompt8_1.0,7,4,5,4,0,1,0,1,0,3,5,0,1,1
student244_Integration3_1.0,4,2,1,1,0,0,0,0,0,2,2,0,0,0
student244_Prompt7_1.0,5,3,2,0,1,0,0,0,0,2,2,1,0,0
student245_Prompt3_1.0,2,2,6,0,0,1,0,0,0,1,0,1,1,0
student245_Prompt4_1.0,4,3,3,1,1,1,0,1,2,1,1,0,0,1
student245_Prompt10_1.0,3,1,1,2,0,2,0,0,0,3,1,0,2,0
student245_Prompt5_0.5,6,5,4,1,0,3,0,1,1,1,2,0,0,2
student245_Capstone_1.0,4,3,15,6,0,0,2,3,0,1,7,1,3,2
student245_Prompt6_1.0,4,4,6,1,0,2,1,0,1,1,2,0,0,0
student245_Prompt8_1.0,4,2,4,2,0,1,0,1,0,1,0,0,0,1
student245_Integration3_1.0,10,6,11,3,0,3,2,2,0,2,6,2,3,1
student245_Prompt7_1.0,5,3,7,0,1,1,0,0,0,2,5,0,0,1
student245_Prompt2_1.0,7,3,7,2,1,2,1,2,0,1,0,0,0,1
student246_Prompt9_1.0,5,6,4,0,0,1,1,0,0,2,3,0,0,0
student246_Prompt3_1.0,5,3,5,2,0,0,1,0,0,2,1,0,0,0
student246_Prompt4_1.0,2,1,1,0,0,0,0,0,0,1,0,0,0,0
student246_Prompt10_1.0,2,2,2,1,0,0,0,0,0,2,0,0,1,0
student246_Prompt5_1.0,8,7,4,0,0,0,2,2,1,2,1,2,2,1
student246_Prompt6_1.0,2,1,1,0,0,0,0,0,0,1,0,0,0,0
student246_Prompt8_1.0,7,4,3,3,0,0,1,1,0,1,2,1,0,0
student246_Integration3_0.9,6,2,2,0,0,1,1,1,0,2,0,1,0,1
student246_Prompt7_1.0,4,4,2,0,1,0,1,0,1,2,3,0,0,0
student246_Prompt2_1.0,8,3,9,2,0,1,0,1,0,1,1,1,1,0
student247_Prompt3_1.0,2,0,1,1,0,0,0,0,0,1,1,0,0,0
student247_Prompt4_1.0,8,4,5,1,0,0,1,0,3,2,0,1,1,1
student247_Prompt10_1.0,2,4,3,1,0,0,1,0,0,1,1,0,1,0
student247_Prompt5_1.0,1,3,0,0,0,0,0,1,0,1,1,0,0,1
student247_Capstone_1.0,4,4,8,1,1,0,2,1,0,1,1,0,0,0
student247_Prompt8_1.0,3,0,3,3,0,0,1,2,0,1,0,0,0,0
student247_Integration3_1.0,11,3,10,2,0,0,0,0,1,3,3,0,0,1
student247_Prompt11_1.0,3,1,4,0,0,0,3,1,0,2,2,0,1,0
student247_Prompt7_1.0,5,0,1,1,1,0,0,0,1,2,3,0,0,0
student247_Prompt2_1.0,6,1,4,3,0,0,0,2,0,1,1,0,0,0
student248_Prompt6_1.0,13,8,7,0,0,2,4,2,0,4,1,3,2,1
student248_Prompt4_1.0,1,3,2,1,0,1,0,0,0,2,0,0,0,0
student248_Prompt10_1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student248_Capstone_1.0,1,0,4,0,0,0,1,0,0,0,1,0,0,0
student248_Prompt8_1.0,2,1,3,3,0,1,0,1,0,1,0,1,0,0
student248_Integration3_1.0,8,3,4,3,0,1,1,0,0,1,3,0,0,3
student248_Prompt11_1.0,7,2,3,1,0,1,1,0,0,1,1,0,2,0
student248_Prompt7_1.0,2,1,1,0,0,0,0,0,0,1,0,0,0,0
student248_Prompt2_1.0,15,13,22,5,3,3,5,4,0,1,1,0,0,3
student249_Prompt3_1.0,2,1,2,0,0,1,0,0,0,1,0,0,0,1
student249_Capstone_0.9,9,2,9,0,0,0,0,0,0,0,2,2,0,0
student249_Prompt10_1.0,7,5,6,1,1,2,1,0,0,2,4,0,2,1
student249_Prompt5_0.9,4,4,1,0,0,1,0,1,0,1,1,0,0,1
student249_Prompt8_1.0,2,1,1,0,0,0,0,0,0,1,0,0,0,0
student249_Integration3_0.9,6,2,2,0,0,0,1,2,0,2,1,0,0,1
student249_Prompt2_1.0,3,1,2,1,0,1,2,0,0,1,2,0,1,0
student250_Prompt9_1.0,2,2,1,0,0,0,0,0,0,2,2,0,0,0
student250_Prompt6_1.0,1,2,2,0,0,1,1,0,0,1,0,0,0,0
student250_Prompt10_1.0,3,2,2,1,0,0,0,0,0,2,0,0,1,0
student250_Prompt3_1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
student250_Prompt8_1.0,4,1,4,2,0,0,0,1,0,1,0,0,0,0
student250_Capstone_1.0,7,1,4,0,0,0,0,0,0,0,1,1,0,0
student250_Prompt2_1.0,3,3,3,1,0,0,1,0,0,2,0,0,0,0
student251_Prompt3_1.0,2,0,1,0,0,0,0,0,0,1,2,0,0,0
student251_Prompt7_1.0,8,2,4,1,0,0,2,2,0,3,1,2,1,0
student251_Prompt10_1.0,9,4,3,1,0,1,0,1,0,1,1,0,1,1
student251_Prompt6_1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student251_Prompt8_1.0,3,0,2,0,1,0,1,0,0,1,0,0,1,0
student251_Capstone_0.6,4,5,2,0,0,0,0,0,0,0,0,0,0,0
student251_Prompt1_0.5,4,0,0,0,0,0,0,0,0,1,0,0,0,0
student252_Prompt9_1.0,3,1,1,0,0,0,0,0,0,1,0,0,0,0
student252_Prompt3_1.0,3,1,3,0,0,0,0,0,0,1,0,0,0,0
student252_Prompt4_1.0,2,1,0,0,0,0,0,0,1,1,0,0,1,0
student252_Prompt10_1.0,3,4,4,1,0,0,0,0,0,2,3,0,1,0
student252_Prompt5_1.0,6,4,3,0,0,0,1,1,0,1,1,1,1,1
student252_Capstone_0.9,5,3,3,1,1,0,1,1,0,1,1,0,2,0
student252_Prompt8_1.0,4,0,2,2,0,0,0,1,0,1,0,0,0,0
student252_Integration3_0.9,6,2,7,3,0,0,0,2,1,1,8,0,0,1
student252_Prompt11_1.0,4,2,5,0,0,0,0,0,0,1,0,0,1,0
student252_Prompt7_1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student252_Prompt2_1.0,10,3,8,3,0,0,0,3,0,1,2,0,0,0
student253_Prompt3_1.0,7,7,6,2,0,0,0,0,0,2,0,0,0,0
student253_Prompt4_1.0,5,4,4,3,0,0,0,0,1,2,3,0,1,0
student253_Prompt10_1.0,8,3,6,1,0,1,1,0,0,4,2,0,2,0
student253_Prompt5_1.0,2,2,2,2,0,1,0,0,0,1,2,0,0,3
student253_Prompt6_1.0,4,1,3,0,0,1,3,1,0,1,1,0,0,2
student253_Prompt8_1.0,2,1,3,3,0,0,0,1,0,1,1,0,0,0
student253_Prompt11_1.0,5,2,3,1,0,0,0,0,0,0,1,0,1,0
student253_Prompt7_1.0,4,3,7,0,1,1,0,0,0,1,4,0,0,1
student254_Prompt9_1.0,4,0,3,2,0,0,0,1,0,1,0,0,0,0
student254_Prompt3_1.0,9,2,4,1,0,1,1,0,0,2,2,1,1,1
student254_Prompt4_1.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
student254_Prompt10_1.0,4,4,4,0,0,0,0,0,0,2,2,0,0,0
student254_Prompt5_1.0,6,2,3,0,0,0,1,0,1,2,0,1,2,0
student254_Capstone_1.0,6,2,6,2,0,0,0,0,0,0,3,0,2,0
student254_Prompt8_1.0,4,1,0,0,1,0,0,0,1,2,2,0,0,0
student254_Integration3_1.0,1,6,1,0,0,0,0,0,0,1,3,0,0,2
student254_Prompt11_0.0,5,3,4,0,0,0,0,0,0,3,0,0,2,0
student254_Prompt7_1.0,4,1,1,0,0,0,0,0,0,1,0,0,0,0
student255_Prompt9_1.0,3,3,2,0,0,0,0,0,0,2,2,0,0,0
student255_Prompt6_1.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
student255_Prompt4_1.0,4,6,6,0,0,1,0,0,2,1,3,0,1,0
student255_Prompt10_1.0,2,2,2,1,0,0,0,0,0,2,0,0,1,0
student255_Prompt5_1.0,4,4,1,0,0,0,0,1,0,1,1,0,0,1
student255_Prompt3_1.0,6,3,2,1,0,0,1,1,1,2,0,0,0,0
student255_Integration3_1.0,6,2,5,1,1,0,2,3,0,2,0,1,0,0
student255_Prompt7_1.0,7,2,4,0,1,0,1,0,1,2,5,0,1,0
student255_Prompt2_1.0,5,0,2,2,1,0,0,1,0,1,0,0,0,0
student256_Prompt9_1.0,8,6,7,0,0,3,0,0,0,2,2,2,2,2
student256_Prompt3_1.0,7,4,7,1,1,4,1,0,0,1,0,2,3,2
student256_Prompt4_1.0,7,1,3,1,0,2,0,0,2,1,1,0,2,1
student256_Prompt10_1.0,3,2,2,1,0,1,0,0,0,3,0,0,1,0
student256_Capstone_1.0,11,6,13,0,0,0,0,0,0,0,3,3,0,0
student256_Prompt8_1.0,7,3,7,4,0,2,0,3,0,1,0,0,0,1
student256_Integration3_0.9,7,3,4,4,0,1,3,1,3,3,5,0,0,0
student256_Prompt7_1.0,6,2,2,0,1,1,0,0,1,2,2,0,0,0
student256_Prompt2_1.0,13,2,4,2,1,2,1,3,0,1,1,0,1,0
student257_Prompt9_1.0,5,5,5,0,1,1,0,0,0,1,2,0,0,1
student257_Prompt3_1.0,6,4,5,0,0,1,0,0,0,1,1,1,1,1
student257_Prompt4_1.0,5,6,6,1,0,1,0,0,2,2,1,1,1,1
student257_Prompt10_1.0,3,1,3,1,0,0,1,0,0,2,0,0,1,0
student257_Prompt5_1.0,5,7,5,0,0,1,0,0,0,1,4,0,0,2
student257_Capstone_1.0,6,4,7,0,0,0,1,0,0,0,1,1,0,0
student257_Prompt6_1.0,7,1,2,0,0,0,3,0,0,1,2,0,0,0
student257_Prompt8_1.0,2,1,1,2,0,1,0,1,0,1,0,0,0,1
student257_Integration3_0.9,6,4,3,2,0,0,1,1,0,3,2,0,0,2
student257_Prompt11_1.0,3,3,3,0,0,0,2,0,0,1,0,0,0,0
student257_Prompt7_1.0,5,2,3,1,1,0,0,0,2,3,4,0,0,0
student258_Prompt3_1.0,6,5,5,1,0,0,0,1,1,1,1,0,0,0
student258_Prompt4_1.0,1,0,2,1,0,0,1,1,0,1,0,0,0,0
student258_Prompt5_1.0,2,1,1,0,0,0,0,0,0,1,0,0,0,0
student258_Prompt6_1.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
student258_Prompt8_1.0,3,2,1,0,1,0,0,0,0,2,1,1,0,0
student258_Integration3_1.0,7,4,7,4,0,0,2,1,1,3,3,0,0,0
student258_Prompt11_1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
student258_Prompt7_1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student258_Prompt2_1.0,16,18,19,8,3,2,2,3,2,4,13,0,2,3
student259_Prompt9_1.0,2,3,1,0,0,0,0,0,0,2,1,1,0,0
student259_Prompt3_1.0,2,1,1,0,0,0,0,0,0,1,0,0,0,0
student259_Prompt4_1.0,3,0,2,0,0,0,0,0,0,1,0,0,0,0
student259_Prompt10_1.0,2,2,1,1,0,0,0,0,0,2,0,0,1,0
student259_Prompt5_1.0,4,6,2,0,0,0,1,2,0,2,1,1,0,1
student259_Prompt8_1.0,1,0,1,3,0,0,0,1,1,1,0,0,0,0
student259_Integration3_1.0,7,3,3,1,0,0,1,3,0,4,0,1,1,0
student259_Prompt11_1.0,2,2,3,0,0,0,1,0,0,1,0,0,0,0
student259_Prompt7_1.0,5,2,1,0,1,0,0,0,0,1,0,1,0,0
student259_Prompt2_1.0,9,4,5,3,0,1,2,1,0,1,0,0,0,1
student260_Prompt9_1.0,4,1,1,0,0,0,0,0,0,1,0,0,0,0
student260_Prompt6_1.0,6,9,8,1,0,1,2,0,0,2,3,0,0,2
student260_Prompt4_1.0,4,4,4,0,0,0,0,0,0,1,1,0,0,0
student260_Prompt10_1.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
student260_Prompt5_1.0,5,2,4,0,0,0,0,1,1,1,0,0,2,0
student260_Capstone_1.0,5,5,9,0,0,1,1,0,0,1,1,1,2,0
student260_Prompt3_1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student260_Integration3_1.0,2,0,2,4,0,0,1,0,1,1,0,0,0,0
student260_Prompt7_0.0,5,2,1,0,1,0,0,0,0,1,0,1,0,0
student260_Prompt2_1.0,7,2,6,3,1,0,1,1,0,2,0,0,0,0
student261_Prompt9_0.5,2,5,4,1,0,1,0,0,1,2,1,0,0,0
student261_Prompt3_1.0,2,3,2,1,0,0,0,0,1,2,2,0,0,0
student261_Prompt4_1.0,4,5,4,1,0,1,0,0,2,2,1,0,1,1
student261_Prompt10_0.8,7,3,2,1,0,1,1,0,0,2,1,0,2,1
student261_Prompt5_1.0,2,3,2,0,0,1,0,0,0,1,2,0,0,2
student261_Prompt6_1.0,6,3,6,0,0,2,1,0,0,1,2,1,2,2
student261_Prompt8_1.0,1,0,3,5,0,2,0,2,0,1,1,0,1,0
student261_Capstone_1.0,14,8,13,2,1,0,2,4,0,0,5,1,0,0
student261_Prompt7_1.0,7,4,4,0,1,1,1,0,0,3,2,2,1,0
student261_Prompt2_1.0,8,5,11,2,0,3,2,2,1,1,1,1,3,1
student262_Prompt6_1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student262_Prompt4_1.0,3,3,4,1,0,0,0,0,0,2,0,0,0,0
student262_Prompt10_1.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
student262_Prompt5_1.0,4,1,3,0,0,0,1,0,0,1,0,1,1,0
student262_Prompt8_1.0,4,1,1,0,1,0,0,0,0,1,0,1,0,0
student262_Integration3_1.0,10,9,7,3,1,1,2,3,0,3,2,1,0,0
student262_Prompt11_1.0,6,1,3,0,0,0,0,0,0,0,1,1,0,0
student262_Prompt2_1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
student263_Prompt3_1.0,7,8,6,2,0,1,0,0,0,3,1,0,0,0
student263_Prompt4_1.0,2,2,2,0,0,1,0,0,1,1,0,0,0,1
student263_Prompt10_1.0,5,2,8,2,0,1,1,0,0,2,3,1,1,0
student263_Prompt5_1.0,3,2,2,2,0,1,0,0,0,1,2,0,0,3
student263_Capstone_1.0,3,1,7,0,0,0,0,0,0,0,1,1,0,0
student263_Prompt6_1.0,1,2,1,1,0,1,2,0,0,1,0,0,0,2
student263_Prompt8_1.0,2,1,3,2,0,0,0,1,0,1,0,0,0,0
student263_Integration3_0.9,8,3,6,0,0,0,2,0,0,5,6,0,0,1
student263_Prompt11_1.0,5,1,5,1,0,3,0,0,0,2,2,1,2,2
student263_Prompt7_1.0,4,1,3,0,1,1,0,0,0,1,2,0,0,1
student263_Prompt2_1.0,10,7,6,3,2,4,1,3,0,1,1,1,2,3
student264_Prompt6_1.0,3,0,1,0,0,1,1,0,0,1,0,0,1,2
student264_Prompt4_1.0,4,2,4,0,0,1,0,0,0,1,0,0,2,1
student264_Prompt10_1.0,4,0,0,0,0,0,0,0,0,1,0,0,0,0
student264_Prompt5_1.0,4,2,1,0,0,1,0,0,0,1,2,0,0,2
student264_Prompt3_1.0,3,2,2,0,0,1,0,0,0,1,0,0,1,0
student264_Capstone_1.0,7,4,14,1,0,2,1,0,0,0,1,1,1,0
student264_Prompt7_1.0,4,1,5,0,1,1,0,0,0,1,2,0,0,1
student265_Prompt6_1.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
student265_Prompt4_1.0,2,3,2,1,0,0,0,0,1,2,0,0,0,0
student265_Prompt10_1.0,5,4,5,0,0,2,1,0,0,2,0,0,1,0
student265_Prompt5_1.0,3,7,7,1,2,0,1,0,0,2,4,0,0,2
student265_Prompt8_1.0,6,1,5,1,0,0,1,0,0,2,1,0,0,0
student265_Integration3_1.0,5,1,2,1,1,0,0,2,0,1,1,0,0,0
student265_Prompt11_1.0,3,5,6,1,0,0,2,0,0,0,1,0,1,0
student265_Prompt7_1.0,4,0,1,2,1,0,0,0,1,2,3,1,0,0
student266_Prompt9_1.0,3,1,1,0,0,0,0,0,0,1,0,0,0,0
student266_Prompt3_1.0,5,2,3,3,1,3,3,0,0,1,1,0,1,1
student266_Capstone_1.0,8,3,11,2,0,1,0,0,0,1,3,1,0,0
student266_Prompt6_1.0,14,15,13,3,0,0,3,4,0,3,7,0,0,4
student267_Prompt9_1.0,3,5,4,0,0,0,0,0,0,1,2,1,0,0
student267_Prompt3_1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student267_Capstone_1.0,10,4,11,2,0,0,0,0,0,0,3,2,0,0
student267_Prompt5_1.0,6,6,4,1,0,2,0,1,0,1,2,0,0,2
student267_Prompt6_1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student267_Prompt8_1.0,6,2,5,3,0,0,0,1,0,1,1,0,0,0
student267_Integration3_1.0,14,5,10,3,0,0,2,5,0,4,3,1,0,2
student267_Prompt11_1.0,5,1,1,1,0,0,0,0,0,1,0,0,1,0
student267_Prompt2_1.0,5,1,4,3,0,1,1,2,0,1,1,0,0,0
student268_Prompt9_1.0,1,5,1,1,0,0,0,0,0,2,2,0,0,0
student268_Prompt4_1.0,5,3,6,0,0,0,0,1,1,3,1,0,1,0
student268_Prompt5_1.0,2,7,1,1,0,1,0,1,0,1,3,0,0,1
student268_Prompt8_1.0,5,3,10,3,0,0,0,2,0,1,4,1,0,0
student268_Capstone_1.0,8,7,19,5,0,1,2,1,0,0,5,2,0,1
student268_Prompt11_1.0,4,3,5,0,0,0,0,0,0,2,2,1,1,0
student268_Prompt7_1.0,4,1,5,2,0,0,1,2,0,1,0,0,0,0
student269_Prompt9_1.0,4,9,4,1,0,1,0,0,0,1,3,1,1,1
student269_Prompt4_1.0,5,3,4,1,1,1,0,0,0,1,1,0,2,1
student269_Prompt10_1.0,4,3,4,1,1,1,0,0,0,2,0,1,2,1
student269_Prompt5_1.0,2,4,2,1,1,2,0,0,0,1,2,0,0,3
student269_Capstone_1.0,7,2,8,1,0,0,0,0,0,0,2,2,0,0
student269_Prompt8_1.0,2,3,3,3,1,1,0,2,0,1,1,0,0,1
student269_Integration3_1.0,9,4,6,1,0,0,2,4,0,4,0,2,0,0
student269_Prompt2_1.0,4,1,7,3,1,2,3,1,0,2,1,0,0,2
student270_Prompt3_1.0,3,4,8,1,0,1,1,0,0,1,0,0,0,1
student270_Prompt4_1.0,3,6,4,1,0,1,0,0,0,2,1,0,1,1
student270_Prompt10_1.0,1,1,2,1,0,0,0,0,0,3,0,0,1,0
student270_Prompt5_1.0,3,6,3,3,0,2,0,0,0,1,4,0,1,2
student270_Capstone_1.0,4,1,5,0,0,0,0,0,0,0,3,1,0,0
student270_Prompt8_1.0,8,7,8,1,1,0,0,0,0,2,4,1,0,0
student270_Integration3_1.0,5,4,4,0,0,0,0,1,2,4,1,0,0,2
student270_Prompt11_1.0,2,2,3,1,0,1,1,0,0,1,1,0,1,0
student270_Prompt7_1.0,3,3,2,0,0,0,0,1,1,2,4,0,0,0
student270_Prompt2_1.0,2,1,1,0,0,0,1,0,0,1,0,0,0,0
student271_Prompt9_1.0,7,8,6,1,0,2,0,1,0,2,2,1,1,0
student271_Prompt3_1.0,5,2,3,0,0,1,0,0,0,1,0,0,0,0
student271_Prompt4_1.0,5,4,3,0,0,1,0,0,1,2,1,0,0,1
student271_Capstone_0.9,7,2,10,1,0,0,0,0,0,0,2,2,0,0
