37 12 => 34 164
37 12 => 27 24
21 36 12 => 37 28
19 36 => 12 36
19 36 => 20 14
2 37 => 12 52
25 37 12 13 => 37 9
28 36 12 => 37 22
28 12 37 => 12 33
6 20 => 36 9
6 20 => 12 13
6 20 => 37 44
6 20 => 19 24
36 29 => 1 16
36 29 => 37 10
34 37 => 12 176
33 26 => 37 14
33 26 => 2 10
23 37 => 12 64
25 10 30 => 4 31
25 10 30 => 12 11
0 36 15 => 21 16
