student_assignment_grade,struc0,struc1,struc2,struc3,struc4,struc5,struc6,struc7,struc8,struc9,struc10,struc11,struc12,struc13,struc14,struc15
student164_Prompt6_1.0,2,0,0,10,1,1,1,1,1,1,1,1,1,1,1,1
student164_Integration3_0.9,2,5,4,31,1,1,1,1,1,1,1,1,1,1,1,1
student164_Prompt8_1.0,0,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1
student165_Prompt11_1.0,3,4,3,20,1,1,1,1,1,1,1,1,1,1,1,1
student165_Prompt8_1.0,2,3,4,17,1,1,1,1,1,1,1,1,1,1,1,1
student165_Prompt2_1.0,2,1,5,20,1,1,1,1,1,1,1,1,1,1,1,1
student165_Prompt5_1.0,3,0,3,18,1,1,1,1,1,1,1,1,1,1,1,1
student165_Prompt4_1.0,1,3,2,25,1,1,1,1,1,1,1,1,1,1,1,1
student165_Prompt3_1.0,3,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1
student165_Prompt10_1.0,1,1,3,13,1,1,1,1,1,1,1,1,1,1,1,1
student165_Prompt9_1.0,2,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1
student165_Prompt6_1.0,1,0,1,10,1,1,1,1,1,1,1,1,1,1,1,1
student165_Integration3_1.0,1,2,1,17,1,1,1,1,1,1,1,1,1,1,1,1
student166_Prompt11_1.0,1,2,3,12,1,1,1,1,1,1,1,1,1,1,1,1
student166_Prompt2_1.0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student166_Prompt4_1.0,6,2,0,16,1,1,1,1,1,1,1,1,1,1,1,1
student166_Prompt3_1.0,2,0,1,5,1,1,1,1,1,1,1,1,1,1,1,1
student166_Prompt10_1.0,4,2,1,17,1,1,1,1,1,1,1,1,1,1,1,1
student166_ePortfolio Link_1.0,3,5,5,28,1,1,1,1,1,1,1,1,1,1,1,1
student166_Prompt6_1.0,1,1,0,6,1,1,1,1,1,1,1,1,1,1,1,1
student166_Prompt7_1.0,2,0,1,11,1,1,1,1,1,1,1,1,1,1,1,1
student167_Prompt11_1.0,1,2,4,9,1,1,1,1,1,1,1,1,1,1,1,1
student167_Prompt8_1.0,0,0,1,9,1,1,1,1,1,1,1,1,1,1,1,1
student167_Integration3_1.0,2,7,6,28,1,1,1,1,1,1,1,1,1,1,1,1
student167_Prompt5_1.0,2,0,1,9,1,1,1,1,1,1,1,1,1,1,1,1
student167_Prompt4_1.0,0,2,0,12,1,1,1,1,1,1,1,1,1,1,1,1
student167_Prompt10_1.0,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1
student167_Prompt9_1.0,1,0,1,8,1,1,1,1,1,1,1,1,1,1,1,1
student167_Prompt6_1.0,2,0,0,9,1,1,1,1,1,1,1,1,1,1,1,1
student167_Prompt7_1.0,2,0,1,11,1,1,1,1,1,1,1,1,1,1,1,1
student167_ePortfolio Link_1.0,0,0,0,6,1,1,1,1,1,1,1,1,1,1,1,1
student168_Prompt11_1.0,3,2,1,8,1,1,1,1,1,1,1,1,1,1,1,1
student168_Prompt8_0.0,5,2,0,9,1,1,1,1,1,1,1,1,1,1,1,1
student168_Integration3_1.0,2,3,3,30,1,1,1,1,1,1,1,1,1,1,1,1
student168_Prompt9_1.0,0,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1
student168_Prompt4_1.0,2,1,5,20,1,1,1,1,1,1,1,1,1,1,1,1
student168_Prompt10_1.0,6,4,10,23,1,1,1,1,1,1,1,1,1,1,1,1
student168_ePortfolio Link_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student168_Prompt6_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student169_Prompt11_1.0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1
student169_Capstone_1.0,2,2,6,11,1,1,1,1,1,1,1,1,1,1,1,1
student169_Prompt2_1.0,12,13,12,37,1,1,1,1,1,1,1,1,1,1,1,1
student169_Prompt5_1.0,4,2,1,13,1,1,1,1,1,1,1,1,1,1,1,1
student169_Prompt4_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student169_Prompt10_1.0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1
student169_ePortfolio Link_1.0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student169_Prompt9_1.0,5,3,9,20,1,1,1,1,1,1,1,1,1,1,1,1
student169_Integration3_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student169_Prompt8_1.0,0,1,4,9,1,1,1,1,1,1,1,1,1,1,1,1
student170_Prompt9_1.0,2,0,2,12,1,1,1,1,1,1,1,1,1,1,1,1
student170_Prompt2_1.0,3,6,10,34,1,1,1,1,1,1,1,1,1,1,1,1
student170_Prompt5_1.0,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1
student170_Prompt4_1.0,2,2,2,12,1,1,1,1,1,1,1,1,1,1,1,1
student170_Prompt3_1.0,2,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1
student170_Prompt10_1.0,1,2,2,8,1,1,1,1,1,1,1,1,1,1,1,1
student170_Prompt7_1.0,2,0,3,8,1,1,1,1,1,1,1,1,1,1,1,1
student170_Prompt6_1.0,2,0,0,7,1,1,1,1,1,1,1,1,1,1,1,1
student170_Integration3_1.0,3,5,6,22,1,1,1,1,1,1,1,1,1,1,1,1
student170_ePortfolio Link_1.0,1,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1
student171_Prompt8_0.9,3,0,2,8,1,1,1,1,1,1,1,1,1,1,1,1
student171_Integration3_1.0,0,1,0,16,1,1,1,1,1,1,1,1,1,1,1,1
student171_Prompt5_1.0,5,3,2,19,1,1,1,1,1,1,1,1,1,1,1,1
student171_Prompt3_1.0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1
student171_Prompt2_1.0,2,0,4,13,1,1,1,1,1,1,1,1,1,1,1,1
student171_Prompt9_0.9,1,1,6,18,1,1,1,1,1,1,1,1,1,1,1,1
student171_Prompt6_0.8,2,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1
student171_ePortfolio Link_1.0,2,2,0,9,1,1,1,1,1,1,1,1,1,1,1,1
student172_Prompt11_1.0,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1
student172_Capstone_1.0,2,2,12,17,1,1,1,1,1,1,1,1,1,1,1,1
student172_Integration3_1.0,2,2,0,24,1,1,1,1,1,1,1,1,1,1,1,1
student172_Prompt5_1.0,2,3,8,35,1,1,1,1,1,1,1,1,1,1,1,1
student172_Prompt4_1.0,1,1,2,15,1,1,1,1,1,1,1,1,1,1,1,1
student172_Prompt3_1.0,4,3,2,24,1,1,1,1,1,1,1,1,1,1,1,1
student172_Prompt10_1.0,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1
student172_ePortfolio Link_0.8,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student172_Prompt9_1.0,3,0,2,14,1,1,1,1,1,1,1,1,1,1,1,1
student172_Prompt7_1.0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student173_Capstone_1.0,1,3,10,21,1,1,1,1,1,1,1,1,1,1,1,1
student173_Prompt9_1.0,0,0,0,7,1,1,1,1,1,1,1,1,1,1,1,1
student173_Prompt4_1.0,0,2,4,12,1,1,1,1,1,1,1,1,1,1,1,1
student173_Prompt2_1.0,2,2,3,6,1,1,1,1,1,1,1,1,1,1,1,1
student173_ePortfolio Link_1.0,2,1,9,16,1,1,1,1,1,1,1,1,1,1,1,1
student173_Prompt7_1.0,2,2,0,13,1,1,1,1,1,1,1,1,1,1,1,1
student173_Prompt8_1.0,2,4,3,11,1,1,1,1,1,1,1,1,1,1,1,1
student174_Prompt7_1.0,2,0,1,13,1,1,1,1,1,1,1,1,1,1,1,1
student174_Prompt11_1.0,1,2,1,9,1,1,1,1,1,1,1,1,1,1,1,1
student174_Prompt8_1.0,0,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1
student174_Prompt2_1.0,0,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1
student174_Prompt5_1.0,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1
student174_Prompt4_1.0,2,1,2,14,1,1,1,1,1,1,1,1,1,1,1,1
student174_Prompt10_1.0,1,1,3,8,1,1,1,1,1,1,1,1,1,1,1,1
student174_Prompt9_1.0,2,0,1,11,1,1,1,1,1,1,1,1,1,1,1,1
student174_Prompt6_1.0,2,2,2,19,1,1,1,1,1,1,1,1,1,1,1,1
student174_Integration3_1.0,1,0,1,12,1,1,1,1,1,1,1,1,1,1,1,1
student174_ePortfolio Link_1.0,1,2,2,9,1,1,1,1,1,1,1,1,1,1,1,1
student175_Prompt11_1.0,3,3,2,10,1,1,1,1,1,1,1,1,1,1,1,1
student175_Capstone_1.0,4,4,2,18,1,1,1,1,1,1,1,1,1,1,1,1
student175_Prompt2_1.0,2,2,9,26,1,1,1,1,1,1,1,1,1,1,1,1
student175_Prompt5_1.0,2,2,4,30,1,1,1,1,1,1,1,1,1,1,1,1
student175_Prompt3_1.0,5,2,0,16,1,1,1,1,1,1,1,1,1,1,1,1
student175_Prompt10_1.0,3,2,11,25,1,1,1,1,1,1,1,1,1,1,1,1
student175_Prompt6_1.0,5,2,3,17,1,1,1,1,1,1,1,1,1,1,1,1
student175_Integration3_1.0,3,6,8,34,1,1,1,1,1,1,1,1,1,1,1,1
student175_Prompt8_1.0,2,2,1,11,1,1,1,1,1,1,1,1,1,1,1,1
student175_Prompt4_1.0,1,0,3,10,1,1,1,1,1,1,1,1,1,1,1,1
student175_Prompt9_1.0,5,2,2,14,1,1,1,1,1,1,1,1,1,1,1,1
student175_ePortfolio Link_1.0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1
student176_Prompt7_1.0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1
student176_Capstone_0.9,1,1,3,8,1,1,1,1,1,1,1,1,1,1,1,1
student176_Prompt2_1.0,3,1,7,16,1,1,1,1,1,1,1,1,1,1,1,1
student176_Prompt5_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student176_Prompt4_1.0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1
student176_Prompt3_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student176_Prompt10_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student176_Prompt9_1.0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1
student176_Prompt6_1.0,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1
student176_Integration3_0.9,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student176_ePortfolio Link_1.0,2,1,0,6,1,1,1,1,1,1,1,1,1,1,1,1
student177_Prompt8_1.0,1,2,2,9,1,1,1,1,1,1,1,1,1,1,1,1
student177_Prompt2_1.0,1,1,7,14,1,1,1,1,1,1,1,1,1,1,1,1
student177_Prompt5_1.0,2,3,2,17,1,1,1,1,1,1,1,1,1,1,1,1
student177_Prompt7_1.0,4,3,4,21,1,1,1,1,1,1,1,1,1,1,1,1
student177_Prompt3_1.0,1,1,2,14,1,1,1,1,1,1,1,1,1,1,1,1
student177_Prompt10_1.0,2,1,3,14,1,1,1,1,1,1,1,1,1,1,1,1
student177_Prompt9_1.0,4,2,3,12,1,1,1,1,1,1,1,1,1,1,1,1
student177_Prompt6_1.0,1,0,1,6,1,1,1,1,1,1,1,1,1,1,1,1
student177_Integration3_1.0,0,6,7,28,1,1,1,1,1,1,1,1,1,1,1,1
student177_ePortfolio Link_1.0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1
student178_Prompt8_1.0,2,1,0,7,1,1,1,1,1,1,1,1,1,1,1,1
student178_Prompt2_1.0,4,2,11,15,1,1,1,1,1,1,1,1,1,1,1,1
student178_Prompt5_1.0,2,0,2,9,1,1,1,1,1,1,1,1,1,1,1,1
student178_Prompt4_1.0,0,2,0,11,1,1,1,1,1,1,1,1,1,1,1,1
student178_Prompt3_1.0,1,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student178_Prompt10_1.0,4,2,1,10,1,1,1,1,1,1,1,1,1,1,1,1
student178_Prompt9_1.0,2,2,0,10,1,1,1,1,1,1,1,1,1,1,1,1
student178_Prompt6_1.0,0,0,0,6,1,1,1,1,1,1,1,1,1,1,1,1
student178_Prompt7_1.0,3,2,3,10,1,1,1,1,1,1,1,1,1,1,1,1
student178_ePortfolio Link_1.0,0,0,0,7,1,1,1,1,1,1,1,1,1,1,1,1
student179_Capstone_1.0,0,0,2,3,1,1,1,1,1,1,1,1,1,1,1,1
student179_Prompt2_1.0,4,2,8,25,1,1,1,1,1,1,1,1,1,1,1,1
student179_Prompt4_1.0,1,2,1,18,1,1,1,1,1,1,1,1,1,1,1,1
student179_Prompt3_1.0,0,0,2,4,1,1,1,1,1,1,1,1,1,1,1,1
student179_Prompt10_1.0,5,3,8,15,1,1,1,1,1,1,1,1,1,1,1,1
student179_Prompt7_1.0,3,3,3,16,1,1,1,1,1,1,1,1,1,1,1,1
student179_Prompt6_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student179_Integration3_1.0,2,0,1,11,1,1,1,1,1,1,1,1,1,1,1,1
student179_ePortfolio Link_0.0,0,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1
student180_Capstone_0.9,3,7,11,29,1,1,1,1,1,1,1,1,1,1,1,1
student180_Prompt2_1.0,1,1,5,10,1,1,1,1,1,1,1,1,1,1,1,1
student180_Prompt9_1.0,7,6,4,29,1,1,1,1,1,1,1,1,1,1,1,1
student180_Prompt3_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student180_Prompt10_1.0,3,2,3,8,1,1,1,1,1,1,1,1,1,1,1,1
student180_ePortfolio Link_1.0,3,1,0,7,1,1,1,1,1,1,1,1,1,1,1,1
student180_Prompt6_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student180_Prompt7_1.0,3,1,2,12,1,1,1,1,1,1,1,1,1,1,1,1
student180_Prompt8_1.0,5,3,2,12,1,1,1,1,1,1,1,1,1,1,1,1
student181_Prompt8_1.0,0,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1
student181_Integration3_1.0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1
student181_Prompt5_1.0,2,6,6,14,1,1,1,1,1,1,1,1,1,1,1,1
student181_Prompt4_1.0,1,4,1,11,1,1,1,1,1,1,1,1,1,1,1,1
student181_Prompt10_1.0,2,1,2,14,1,1,1,1,1,1,1,1,1,1,1,1
student181_ePortfolio Link_1.0,0,0,1,6,1,1,1,1,1,1,1,1,1,1,1,1
student181_Prompt9_1.0,3,1,3,10,1,1,1,1,1,1,1,1,1,1,1,1
student182_Capstone_1.0,3,5,18,24,1,1,1,1,1,1,1,1,1,1,1,1
student182_Prompt9_1.0,4,1,2,10,1,1,1,1,1,1,1,1,1,1,1,1
student182_Prompt3_1.0,0,0,1,12,1,1,1,1,1,1,1,1,1,1,1,1
student182_Prompt10_1.0,3,2,3,10,1,1,1,1,1,1,1,1,1,1,1,1
student182_ePortfolio Link_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student182_Prompt6_1.0,1,0,0,6,1,1,1,1,1,1,1,1,1,1,1,1
student182_Prompt7_1.0,3,0,1,8,1,1,1,1,1,1,1,1,1,1,1,1
student182_Prompt8_1.0,0,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1
student183_ePortfolio Link_1.0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student183_Capstone_1.0,2,2,6,9,1,1,1,1,1,1,1,1,1,1,1,1
student183_Integration3_0.9,2,0,2,15,1,1,1,1,1,1,1,1,1,1,1,1
student183_Prompt5_1.0,2,1,2,16,1,1,1,1,1,1,1,1,1,1,1,1
student183_Prompt4_1.0,2,1,0,7,1,1,1,1,1,1,1,1,1,1,1,1
student183_Prompt3_1.0,4,3,0,13,1,1,1,1,1,1,1,1,1,1,1,1
student183_Prompt10_1.0,3,3,4,20,1,1,1,1,1,1,1,1,1,1,1,1
student183_Prompt9_1.0,3,0,1,9,1,1,1,1,1,1,1,1,1,1,1,1
student183_Prompt6_1.0,0,2,0,18,1,1,1,1,1,1,1,1,1,1,1,1
student183_Prompt7_1.0,3,1,2,14,1,1,1,1,1,1,1,1,1,1,1,1
student183_Prompt8_1.0,3,2,3,13,1,1,1,1,1,1,1,1,1,1,1,1
student184_Capstone_1.0,3,2,9,13,1,1,1,1,1,1,1,1,1,1,1,1
student184_Integration3_0.9,1,0,1,4,1,1,1,1,1,1,1,1,1,1,1,1
student184_Prompt5_1.0,2,0,2,12,1,1,1,1,1,1,1,1,1,1,1,1
student184_Prompt4_1.0,1,1,0,6,1,1,1,1,1,1,1,1,1,1,1,1
student184_Prompt2_1.0,1,3,4,8,1,1,1,1,1,1,1,1,1,1,1,1
student184_ePortfolio Link_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student184_Prompt9_1.0,1,0,1,8,1,1,1,1,1,1,1,1,1,1,1,1
student184_Prompt7_1.0,0,0,1,8,1,1,1,1,1,1,1,1,1,1,1,1
student185_Capstone_1.0,4,2,2,16,1,1,1,1,1,1,1,1,1,1,1,1
student185_Prompt2_1.0,4,4,9,32,1,1,1,1,1,1,1,1,1,1,1,1
student185_Prompt5_1.0,1,2,2,14,1,1,1,1,1,1,1,1,1,1,1,1
student185_Prompt4_1.0,1,4,3,14,1,1,1,1,1,1,1,1,1,1,1,1
student185_Prompt3_1.0,3,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1
student185_Prompt10_1.0,1,1,2,17,1,1,1,1,1,1,1,1,1,1,1,1
student185_Prompt9_1.0,0,0,0,13,1,1,1,1,1,1,1,1,1,1,1,1
student185_Prompt6_1.0,2,1,1,24,1,1,1,1,1,1,1,1,1,1,1,1
student185_Prompt7_1.0,4,2,0,15,1,1,1,1,1,1,1,1,1,1,1,1
student185_Prompt8_1.0,1,1,5,21,1,1,1,1,1,1,1,1,1,1,1,1
student186_Prompt11_1.0,1,3,3,8,1,1,1,1,1,1,1,1,1,1,1,1
student186_Capstone_1.0,0,0,7,16,1,1,1,1,1,1,1,1,1,1,1,1
student186_Prompt2_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student186_Prompt4_1.0,1,1,0,8,1,1,1,1,1,1,1,1,1,1,1,1
student186_Prompt3_1.0,6,3,4,18,1,1,1,1,1,1,1,1,1,1,1,1
student186_ePortfolio Link_1.0,1,0,5,13,1,1,1,1,1,1,1,1,1,1,1,1
student186_Prompt7_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student186_Prompt8_1.0,4,1,3,16,1,1,1,1,1,1,1,1,1,1,1,1
student187_Prompt8_1.0,0,2,1,10,1,1,1,1,1,1,1,1,1,1,1,1
student187_Integration3_1.0,3,3,1,35,1,1,1,1,1,1,1,1,1,1,1,1
student187_Prompt5_1.0,4,3,1,23,1,1,1,1,1,1,1,1,1,1,1,1
student187_Prompt4_1.0,3,2,2,16,1,1,1,1,1,1,1,1,1,1,1,1
student187_Prompt3_1.0,4,1,2,15,1,1,1,1,1,1,1,1,1,1,1,1
student187_Prompt10_1.0,5,3,2,17,1,1,1,1,1,1,1,1,1,1,1,1
student187_Prompt9_1.0,2,2,3,15,1,1,1,1,1,1,1,1,1,1,1,1
student187_Prompt6_1.0,3,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1
student187_Prompt7_1.0,2,0,1,8,1,1,1,1,1,1,1,1,1,1,1,1
student187_ePortfolio Link_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student188_Prompt11_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student188_Capstone_1.0,3,6,17,26,1,1,1,1,1,1,1,1,1,1,1,1
student188_Prompt2_1.0,5,5,6,26,1,1,1,1,1,1,1,1,1,1,1,1
student188_Prompt5_1.0,3,2,1,10,1,1,1,1,1,1,1,1,1,1,1,1
student188_Prompt4_1.0,2,4,1,12,1,1,1,1,1,1,1,1,1,1,1,1
student188_Prompt3_1.0,3,1,0,10,1,1,1,1,1,1,1,1,1,1,1,1
student188_Prompt10_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student188_Prompt7_1.0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1
student188_Prompt9_1.0,9,5,6,19,1,1,1,1,1,1,1,1,1,1,1,1
student188_Integration3_1.0,4,11,8,56,1,1,1,1,1,1,1,1,1,1,1,1
student188_ePortfolio Link_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student189_ePortfolio Link_1.0,2,2,6,20,1,1,1,1,1,1,1,1,1,1,1,1
student189_Capstone_1.0,7,5,8,19,1,1,1,1,1,1,1,1,1,1,1,1
student189_Integration3_1.0,7,9,9,28,1,1,1,1,1,1,1,1,1,1,1,1
student189_Prompt5_1.0,3,3,2,11,1,1,1,1,1,1,1,1,1,1,1,1
student189_Prompt4_1.0,3,2,0,10,1,1,1,1,1,1,1,1,1,1,1,1
student189_Prompt2_1.0,1,2,6,12,1,1,1,1,1,1,1,1,1,1,1,1
student189_Prompt9_1.0,2,2,1,11,1,1,1,1,1,1,1,1,1,1,1,1
student189_Prompt6_0.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student189_Prompt7_1.0,2,3,5,17,1,1,1,1,1,1,1,1,1,1,1,1
student189_Prompt8_1.0,4,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1
student190_ePortfolio Link_1.0,1,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1
student190_Capstone_1.0,5,3,11,26,1,1,1,1,1,1,1,1,1,1,1,1
student190_Integration3_1.0,6,3,2,24,1,1,1,1,1,1,1,1,1,1,1,1
student190_Prompt5_1.0,8,5,2,23,1,1,1,1,1,1,1,1,1,1,1,1
student190_Prompt3_1.0,1,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student190_Prompt10_1.0,2,0,3,15,1,1,1,1,1,1,1,1,1,1,1,1
student190_Prompt9_1.0,0,0,0,9,1,1,1,1,1,1,1,1,1,1,1,1
student190_Prompt6_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student190_Prompt8_1.0,1,4,9,35,1,1,1,1,1,1,1,1,1,1,1,1
student191_Prompt11_1.0,0,0,2,4,1,1,1,1,1,1,1,1,1,1,1,1
student191_Capstone_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student191_Integration3_1.0,2,2,1,19,1,1,1,1,1,1,1,1,1,1,1,1
student191_Prompt5_1.0,1,2,2,13,1,1,1,1,1,1,1,1,1,1,1,1
student191_Prompt4_1.0,0,0,0,6,1,1,1,1,1,1,1,1,1,1,1,1
student191_Prompt3_1.0,1,0,2,7,1,1,1,1,1,1,1,1,1,1,1,1
student191_Prompt9_1.0,0,0,0,7,1,1,1,1,1,1,1,1,1,1,1,1
student191_ePortfolio Link_0.5,0,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1
student191_Prompt6_1.0,1,0,3,8,1,1,1,1,1,1,1,1,1,1,1,1
student191_Prompt7_1.0,3,2,4,14,1,1,1,1,1,1,1,1,1,1,1,1
student191_Prompt8_1.0,0,0,1,9,1,1,1,1,1,1,1,1,1,1,1,1
student192_Capstone_1.0,3,3,5,15,1,1,1,1,1,1,1,1,1,1,1,1
student192_Integration3_1.0,1,1,3,10,1,1,1,1,1,1,1,1,1,1,1,1
student192_Prompt5_1.0,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1
student192_Prompt4_1.0,0,4,1,9,1,1,1,1,1,1,1,1,1,1,1,1
student192_Prompt2_1.0,2,0,1,5,1,1,1,1,1,1,1,1,1,1,1,1
student192_ePortfolio Link_1.0,2,3,6,17,1,1,1,1,1,1,1,1,1,1,1,1
student192_Prompt6_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student192_Prompt7_1.0,5,2,3,14,1,1,1,1,1,1,1,1,1,1,1,1
student192_Prompt8_1.0,0,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1
student193_ePortfolio Link_1.0,0,0,0,7,1,1,1,1,1,1,1,1,1,1,1,1
student193_Capstone_1.0,4,5,11,30,1,1,1,1,1,1,1,1,1,1,1,1
student193_Prompt2_1.0,5,6,8,22,1,1,1,1,1,1,1,1,1,1,1,1
student193_Prompt5_1.0,2,0,1,10,1,1,1,1,1,1,1,1,1,1,1,1
student193_Prompt4_1.0,2,3,2,15,1,1,1,1,1,1,1,1,1,1,1,1
student193_Prompt3_1.0,1,1,3,8,1,1,1,1,1,1,1,1,1,1,1,1
student193_Prompt10_0.8,1,2,3,15,1,1,1,1,1,1,1,1,1,1,1,1
student193_Prompt9_0.5,3,2,2,10,1,1,1,1,1,1,1,1,1,1,1,1
student193_Prompt6_1.0,2,0,5,19,1,1,1,1,1,1,1,1,1,1,1,1
student193_Prompt7_1.0,4,1,3,18,1,1,1,1,1,1,1,1,1,1,1,1
student193_Prompt8_1.0,2,3,3,8,1,1,1,1,1,1,1,1,1,1,1,1
student194_Prompt11_1.0,1,1,2,10,1,1,1,1,1,1,1,1,1,1,1,1
student194_Capstone_1.0,2,0,2,8,1,1,1,1,1,1,1,1,1,1,1,1
student194_Prompt2_1.0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1
student194_Prompt5_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student194_Prompt4_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student194_Prompt3_1.0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student194_Prompt10_1.0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1
student194_ePortfolio Link_1.0,2,1,0,14,1,1,1,1,1,1,1,1,1,1,1,1
student194_Prompt6_1.0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student194_Prompt7_1.0,7,7,5,26,1,1,1,1,1,1,1,1,1,1,1,1
student194_Prompt8_1.0,0,0,2,4,1,1,1,1,1,1,1,1,1,1,1,1
student195_Prompt11_1.0,2,3,2,7,1,1,1,1,1,1,1,1,1,1,1,1
student195_Prompt8_1.0,0,1,1,13,1,1,1,1,1,1,1,1,1,1,1,1
student195_Integration3_0.9,0,2,0,24,1,1,1,1,1,1,1,1,1,1,1,1
student195_Prompt5_1.0,1,3,3,16,1,1,1,1,1,1,1,1,1,1,1,1
student195_Prompt3_1.0,2,0,0,9,1,1,1,1,1,1,1,1,1,1,1,1
student195_Prompt9_1.0,3,2,2,14,1,1,1,1,1,1,1,1,1,1,1,1
student195_ePortfolio Link_1.0,3,4,10,34,1,1,1,1,1,1,1,1,1,1,1,1
student195_Prompt6_1.0,2,0,0,12,1,1,1,1,1,1,1,1,1,1,1,1
student196_Prompt7_1.0,2,0,0,6,1,1,1,1,1,1,1,1,1,1,1,1
student196_Capstone_1.0,4,5,9,44,1,1,1,1,1,1,1,1,1,1,1,1
student196_Prompt2_1.0,3,5,12,37,1,1,1,1,1,1,1,1,1,1,1,1
student196_Prompt5_1.0,1,0,1,16,1,1,1,1,1,1,1,1,1,1,1,1
student196_Prompt4_1.0,1,2,2,18,1,1,1,1,1,1,1,1,1,1,1,1
student196_Prompt3_1.0,0,2,4,13,1,1,1,1,1,1,1,1,1,1,1,1
student196_Prompt10_1.0,1,2,6,18,1,1,1,1,1,1,1,1,1,1,1,1
student196_Prompt9_1.0,0,0,0,7,1,1,1,1,1,1,1,1,1,1,1,1
student196_Prompt6_1.0,2,0,3,14,1,1,1,1,1,1,1,1,1,1,1,1
student196_Integration3_1.0,2,2,2,18,1,1,1,1,1,1,1,1,1,1,1,1
